edad,salud,sueno,estres,ingreso,familia,amigos,recreacion,promedio,estudio,autoestima,optimismo,felicidad
21,7,7,2,11522,8,9,24,91,16,8,10,2
18,10,6,2,8045,10,13,21,94,30,8,10,2
30,9,10,1,10023,4,13,25,94,15,8,5,2
26,8,10,2,10274,6,15,18,90,29,5,10,2
24,10,8,10,10999,7,15,23,87,39,8,9,2
30,10,7,4,11535,7,13,25,81,38,4,10,2
24,8,9,7,9563,7,15,21,95,33,6,10,2
30,10,6,3,11968,5,10,22,88,39,9,10,2
21,10,2,3,9804,9,10,23,98,24,7,9,2
18,10,6,1,6986,5,13,25,90,29,10,6,2
21,10,7,8,5431,10,11,22,96,40,10,7,2
30,9,8,1,10376,9,13,18,97,37,7,4,2
29,10,9,1,9052,9,14,21,84,17,9,10,2
22,10,9,2,11162,8,15,22,93,23,10,1,2
25,7,8,5,11389,9,13,15,99,31,5,10,2
19,7,7,1,11364,6,11,25,89,37,4,10,2
21,8,10,1,3923,8,14,21,79,30,10,9,2
22,8,9,1,9359,7,15,12,96,11,10,9,2
30,10,3,1,8002,10,11,23,96,31,10,10,2
18,10,10,1,6218,7,13,16,98,27,8,4,2
23,4,9,5,11310,10,14,20,88,37,8,10,2
30,10,10,1,10152,3,14,24,94,39,4,7,2
23,8,6,2,8267,7,14,23,95,40,6,9,2
25,8,9,5,11694,9,15,22,100,20,8,7,2
22,9,10,3,11993,7,12,23,80,33,9,5,2
29,10,8,4,10165,6,13,20,75,36,10,9,2
25,8,10,2,11574,9,15,8,99,23,9,8,2
30,10,6,3,10179,10,9,21,97,17,5,9,2
30,10,9,7,11438,8,14,21,81,33,9,6,2
29,8,10,3,11991,4,13,17,90,18,10,10,2
22,9,10,1,10906,7,12,17,91,17,8,8,2
22,9,10,3,8306,8,10,17,98,29,9,8,2
18,10,10,3,11246,9,10,20,87,9,4,10,2
30,10,7,5,11454,9,14,5,93,26,8,10,2
23,3,10,3,11243,8,15,13,99,28,10,9,2
27,10,8,1,11516,6,12,23,93,40,2,8,2
23,10,10,8,10972,9,12,3,95,39,10,8,2
23,10,9,5,9176,10,15,20,80,23,8,7,2
18,8,7,1,2456,7,14,20,100,35,9,10,2
23,9,9,3,11443,8,6,13,92,19,10,10,2
27,10,10,6,11969,9,4,18,91,23,10,7,2
22,10,10,7,10104,6,14,23,93,37,9,9,2
25,10,10,2,5497,5,15,19,99,35,10,8,2
28,9,1,4,11124,9,13,24,99,26,9,10,2
26,10,10,4,8323,10,12,16,99,34,8,6,2
21,10,9,4,10969,9,12,25,63,25,7,9,2
25,8,10,1,3224,9,13,22,91,11,10,7,2
24,9,10,1,8416,10,13,0,85,30,10,10,2
19,10,9,6,11969,10,11,5,85,40,9,9,2
28,10,10,5,5361,9,15,25,100,6,10,7,2
28,5,10,4,11901,9,12,25,77,15,9,10,2
18,10,7,3,7574,10,11,15,94,37,6,8,2
20,10,10,5,8152,9,13,23,99,19,8,10,2
24,9,6,1,7322,9,12,23,84,30,8,8,2
28,10,8,6,11139,10,15,22,99,35,6,7,2
28,10,10,3,4772,9,15,25,90,8,8,5,2
20,10,4,5,11327,7,13,22,88,39,8,9,2
22,8,7,2,11188,8,12,24,77,24,7,10,2
27,10,7,2,9073,10,9,24,90,37,6,4,2
19,7,10,2,11632,9,7,25,96,12,8,8,2
20,9,8,1,10114,7,7,23,99,20,10,8,2
19,3,10,3,11691,8,15,24,92,39,8,6,2
30,10,8,2,9985,7,14,15,84,11,10,9,2
25,10,7,1,11979,8,13,16,78,5,10,8,2
24,10,2,4,9408,10,14,21,98,29,7,9,2
25,9,3,3,11601,9,12,19,97,9,10,9,2
23,4,8,4,11710,10,15,23,84,31,8,9,2
30,9,10,1,10911,3,7,21,87,39,7,9,2
27,10,7,1,10928,9,14,13,98,31,6,10,2
23,9,10,2,8130,10,5,25,98,29,5,10,2
20,10,7,2,7782,4,13,18,89,28,10,9,2
28,6,9,2,8438,10,13,22,99,18,9,6,2
25,7,10,1,10860,6,15,20,93,31,4,10,2
28,10,8,1,8595,10,11,22,66,29,10,10,2
27,9,2,1,11895,10,15,25,74,38,10,3,2
29,9,7,1,9225,10,12,22,66,36,10,9,2
28,8,10,3,3043,7,12,21,99,34,10,7,2
20,10,7,2,10771,8,15,13,97,31,5,7,2
26,9,8,2,9995,10,9,20,90,34,7,6,2
26,8,6,2,11891,3,14,24,87,36,7,10,2
24,10,8,1,11928,9,15,9,85,19,7,9,2
18,5,6,4,11970,6,14,25,97,35,8,10,2
28,8,7,1,11204,10,14,15,78,30,8,8,2
19,9,9,3,10145,7,13,16,88,38,9,10,2
26,10,6,2,10762,9,15,14,97,15,9,3,2
19,7,9,3,8184,8,11,15,93,26,10,10,2
26,9,6,2,11796,9,15,20,69,10,9,10,2
29,10,9,2,11835,2,15,21,66,19,10,10,2
29,10,9,1,5286,10,13,16,85,26,9,8,2
27,10,10,2,9004,5,9,17,98,22,8,9,2
25,10,10,2,6683,9,14,11,92,14,6,10,2
27,10,9,4,6436,8,15,23,86,27,9,5,2
29,8,9,1,11411,10,10,17,86,34,10,9,2
29,10,8,3,8466,10,11,23,70,35,10,5,2
28,10,10,1,10469,10,11,15,65,35,10,4,2
18,7,10,2,6955,9,4,22,99,37,7,10,2
19,9,10,6,10878,9,6,19,96,33,9,8,2
24,10,10,2,10962,6,4,16,89,38,9,8,2
29,6,9,2,10131,10,9,23,96,26,8,10,2
28,8,10,2,5455,10,13,15,97,18,9,9,2
29,10,6,1,8760,9,15,0,99,35,10,10,2
28,10,10,1,7912,8,12,10,83,39,7,10,2
30,10,9,4,11913,10,8,16,92,26,7,8,2
26,9,5,3,9614,8,14,22,100,19,7,10,2
24,9,7,1,11296,9,14,12,81,23,7,10,2
30,9,7,1,9109,6,11,25,92,22,8,8,2
23,6,10,2,11090,8,11,13,95,36,10,9,2
19,9,10,1,11462,10,13,6,98,20,8,6,2
25,10,7,1,9922,6,6,24,92,36,9,9,2
29,10,8,2,10981,9,11,21,82,29,9,6,2
20,10,9,1,8934,9,3,12,91,30,9,9,2
22,10,9,1,11922,9,11,18,82,15,3,10,2
19,10,9,1,11550,6,15,12,97,16,4,9,2
24,9,10,3,7638,10,11,21,98,35,9,9,2
28,9,9,2,7142,9,10,25,92,14,7,10,2
30,9,5,1,8089,8,14,25,82,14,10,8,2
24,10,4,2,6727,9,13,9,94,40,10,9,2
22,9,10,3,11428,6,13,12,92,21,8,8,2
20,10,10,5,5953,9,15,23,94,39,2,9,2
25,10,8,1,11895,5,9,14,98,25,9,7,2
23,10,7,7,11208,10,5,22,95,32,9,8,2
23,10,9,5,7690,10,14,25,98,26,2,9,2
26,7,9,4,5233,9,15,25,94,15,10,8,2
30,9,6,7,11035,10,11,24,96,38,9,9,2
28,10,5,1,9701,8,8,17,98,30,8,9,2
28,10,10,6,9451,6,14,23,69,27,10,9,2
29,10,9,7,11019,4,15,24,74,34,8,10,2
22,10,7,8,10938,9,13,25,100,32,3,9,2
23,10,8,3,9924,10,12,21,87,31,8,9,2
25,8,8,4,8128,10,13,21,99,31,7,6,2
21,10,4,1,11405,9,13,23,88,27,9,7,2
30,7,8,5,10806,8,15,22,100,19,9,9,2
25,10,10,4,5966,10,9,24,99,25,10,6,2
26,9,8,4,11916,5,11,17,98,23,9,9,2
28,9,6,1,10743,6,11,20,84,36,9,7,2
21,10,9,3,11038,8,14,18,99,34,7,4,2
21,10,9,2,11525,10,9,10,83,20,8,8,2
18,9,10,1,11209,9,13,23,90,17,6,7,2
22,9,8,1,7985,8,15,20,86,32,8,9,2
25,10,9,1,8596,9,5,22,99,7,10,4,2
28,10,5,3,11174,10,6,24,97,36,9,7,2
21,8,4,2,11776,10,11,14,100,22,8,9,2
21,7,10,8,11733,10,11,22,89,27,10,9,2
27,10,10,1,10204,10,15,25,62,10,8,5,2
25,9,6,2,7817,8,15,25,82,40,8,8,2
22,8,8,2,9086,10,13,23,99,7,6,7,2
28,9,9,2,7848,9,11,6,89,29,9,10,2
24,5,8,4,10956,10,15,17,86,37,8,10,2
19,10,9,1,11221,10,5,14,100,27,3,8,2
30,10,10,4,8729,2,12,21,95,33,8,9,2
29,7,10,1,11220,7,10,21,95,23,8,9,2
28,6,10,2,8327,10,14,17,97,33,10,4,2
25,10,6,1,11326,2,6,19,98,39,10,8,2
24,9,8,3,8282,9,13,19,100,40,3,7,2
26,10,10,8,10748,9,10,8,96,32,10,9,2
22,9,8,1,9671,10,4,19,97,38,6,10,2
24,8,6,4,11333,10,13,22,97,15,9,6,2
24,10,6,2,11224,8,13,19,91,6,8,10,2
19,8,8,1,9900,10,15,9,93,18,8,10,2
25,10,10,4,10942,10,12,18,84,6,8,7,2
30,7,9,2,11011,5,14,19,83,40,9,8,2
22,5,6,3,10433,10,14,22,87,38,10,9,2
20,5,10,6,10002,8,12,24,95,32,8,10,2
23,8,8,5,8899,10,13,11,99,40,9,9,2
19,10,4,8,11800,9,15,22,98,26,7,7,2
20,7,10,6,8570,9,15,21,89,37,9,10,2
29,10,9,7,11385,5,10,25,94,24,8,10,2
30,10,10,1,11242,6,15,18,97,16,10,3,2
26,10,10,4,10613,9,12,9,90,22,9,8,2
19,10,8,6,11725,6,9,17,93,36,10,7,2
18,10,8,2,11430,10,14,21,88,22,10,8,2
23,8,5,3,11843,10,15,15,91,31,10,4,2
21,8,9,1,11804,9,15,10,92,20,7,9,2
25,10,7,1,11404,2,13,13,98,40,8,7,2
23,9,8,1,7020,7,8,22,92,33,10,7,2
29,5,7,6,10932,9,12,22,96,40,10,9,2
21,8,8,2,9941,10,15,25,86,25,7,7,2
30,9,9,1,6524,9,12,25,98,21,9,6,2
24,10,7,4,10339,4,15,24,99,40,9,8,2
24,10,8,6,11520,9,15,24,69,31,8,9,2
30,9,9,1,4630,10,6,22,92,37,10,9,2
27,7,10,1,5867,10,9,13,98,22,9,9,2
25,10,5,1,8781,9,15,19,72,34,10,6,2
24,8,10,2,8152,10,11,15,94,39,7,6,2
22,10,10,3,11801,8,7,20,92,31,4,7,2
25,9,10,3,10356,8,13,14,84,37,7,8,2
26,10,10,1,11718,9,14,8,90,29,10,1,2
18,7,8,1,10734,8,7,24,83,24,10,10,2
19,4,7,2,11720,9,15,17,89,34,9,10,2
21,10,10,2,5601,9,13,20,98,12,4,10,2
19,7,9,1,6550,10,11,25,82,40,7,7,2
30,10,10,3,9267,7,13,12,93,39,7,7,2
26,9,10,8,6100,9,15,21,90,38,9,7,2
21,10,9,3,5810,8,15,15,100,30,9,6,2
30,7,10,5,10598,8,14,20,86,34,7,8,2
28,10,4,2,7245,9,15,14,98,35,8,6,2
23,10,10,3,10564,10,8,5,97,35,8,10,2
30,8,3,3,9458,9,15,20,96,31,10,8,2
26,9,10,2,9670,8,15,25,97,7,2,10,2
19,8,9,2,8800,10,14,18,88,13,6,10,2
21,10,10,6,4264,9,13,23,91,24,10,8,2
26,7,4,6,9613,8,15,25,98,37,9,9,2
25,7,8,1,11928,10,9,22,78,29,9,9,2
18,10,4,1,5879,8,9,20,95,25,10,10,2
28,6,8,3,9882,10,15,21,77,38,10,7,2
20,10,10,3,11825,9,13,22,88,19,8,2,2
20,6,10,1,10893,7,15,25,87,6,10,6,2
26,10,4,1,9706,9,15,22,94,40,9,1,2
28,9,9,3,8325,6,14,23,86,22,6,10,2
18,10,10,1,8263,8,7,14,89,7,10,9,2
29,10,8,1,5766,8,11,24,93,9,10,10,2
25,8,7,1,9214,10,15,21,81,36,5,7,2
18,9,5,1,9643,8,13,25,70,34,9,9,2
25,10,7,1,11937,10,15,12,95,38,2,5,2
21,10,8,4,8856,10,14,16,80,38,6,8,2
21,10,4,3,9704,4,11,20,99,37,10,8,2
26,10,4,6,11818,7,15,19,98,18,9,9,2
22,10,10,3,9396,9,12,18,81,36,7,7,2
25,10,10,2,11267,10,11,19,65,18,7,9,2
22,10,7,5,11401,9,8,18,95,40,9,6,2
25,10,10,4,9656,7,11,14,93,16,10,7,2
27,9,8,1,10057,9,15,23,100,38,7,8,2
25,10,10,1,9698,5,10,25,68,33,9,10,2
18,8,10,2,11581,6,15,22,88,29,8,6,2
20,10,10,2,10695,9,15,13,94,9,5,9,2
27,9,10,7,8239,10,11,23,90,38,7,7,2
20,9,9,5,10176,6,10,23,98,35,6,10,2
23,9,9,1,9722,8,15,14,76,32,10,7,2
21,10,7,3,8197,5,10,25,80,29,10,10,2
27,10,10,1,7230,8,15,19,94,30,7,4,2
27,6,8,1,10609,7,15,25,99,34,6,7,2
22,9,8,3,11963,6,10,20,100,31,8,7,2
27,9,5,9,11877,8,11,24,100,28,10,9,2
23,9,6,3,11394,8,12,25,95,30,6,6,2
23,10,10,1,8075,8,8,12,91,35,10,9,2
26,10,10,8,9424,5,14,23,89,17,9,10,2
28,9,8,1,8578,9,12,21,94,39,5,6,2
19,10,8,1,8814,9,9,23,87,10,6,9,2
29,6,5,2,10177,10,10,25,98,39,9,6,2
24,5,10,1,1549,10,15,23,99,29,9,8,2
30,10,10,1,7550,7,8,22,62,37,9,10,2
27,10,10,4,8746,9,14,2,88,38,8,9,2
30,7,8,1,11444,9,15,23,91,38,1,10,2
23,10,10,3,8254,8,13,19,72,40,7,10,2
23,10,10,4,9550,8,12,25,77,11,7,10,2
18,9,9,4,10881,8,12,25,80,30,7,7,2
19,10,10,2,6187,6,10,25,86,31,7,9,2
19,9,10,4,9945,10,15,10,75,33,7,10,2
25,10,10,1,10095,10,5,21,98,25,7,4,2
26,10,7,4,10974,9,14,25,87,25,7,7,2
29,6,10,3,11081,9,12,17,97,36,9,4,2
26,8,9,3,10294,10,7,24,97,38,7,10,2
29,10,9,1,10785,10,12,17,84,25,10,6,2
18,7,8,1,7317,9,13,12,88,36,8,10,2
28,8,10,1,10870,10,3,21,96,34,8,5,2
28,4,9,2,9101,7,14,25,83,34,10,10,2
26,10,10,3,11806,6,13,5,97,8,8,10,2
24,8,9,4,8616,9,14,25,65,36,9,10,2
29,10,9,1,8978,10,10,11,91,36,7,6,2
27,9,8,8,10253,7,7,25,100,23,9,10,2
26,10,10,5,5758,10,9,16,98,39,7,10,2
24,9,4,1,7758,10,12,23,84,29,10,8,2
30,9,6,1,11980,8,11,24,89,18,7,9,2
18,6,5,1,7597,10,13,24,83,39,10,8,2
20,8,10,8,10538,7,15,20,96,11,9,9,2
21,8,10,1,11772,8,8,21,92,27,10,4,2
18,9,7,2,11101,9,12,18,86,37,4,10,2
19,10,8,1,7748,8,10,19,93,11,10,8,2
28,10,10,1,7097,9,4,20,97,9,8,8,2
26,10,9,6,7864,8,15,25,88,33,10,3,2
24,9,9,3,6118,10,13,25,88,37,9,4,2
28,8,9,7,8941,6,14,19,99,35,10,9,2
29,10,9,3,11629,3,15,24,98,35,6,2,2
27,10,8,1,11276,9,15,21,81,40,7,1,2
26,8,10,2,5664,10,12,21,95,25,10,6,2
18,6,10,4,10973,7,8,24,95,15,9,10,2
21,9,10,6,8249,10,10,23,99,35,6,9,2
28,9,10,10,11465,10,13,22,94,37,6,8,2
28,10,10,5,11728,6,11,19,97,20,8,10,2
21,9,7,1,8701,10,11,13,90,25,9,9,2
21,10,5,3,4671,9,8,23,98,17,10,10,2
20,9,9,3,10367,8,11,18,97,38,4,9,2
24,7,8,1,8415,10,15,17,98,27,8,10,2
30,10,9,1,6685,8,12,24,94,25,10,4,2
24,9,9,4,10272,8,15,9,99,5,10,10,2
29,8,10,6,11386,10,13,7,94,13,10,10,2
24,8,6,7,11981,10,15,25,85,40,4,9,2
24,10,8,4,10587,10,11,11,81,15,10,9,2
27,6,8,1,11437,2,14,20,97,34,8,9,2
21,10,10,5,9531,10,10,22,92,19,7,7,2
28,10,8,1,6498,7,11,15,98,40,10,4,2
18,10,9,6,11786,10,12,24,82,37,6,9,2
30,9,6,5,8712,10,15,19,99,35,10,9,2
26,7,8,5,9723,9,9,22,98,33,8,10,2
21,10,8,7,11928,10,9,21,95,7,10,9,2
19,10,10,1,9331,10,10,25,86,21,4,4,2
22,9,10,1,7071,4,15,21,67,36,10,10,2
22,10,6,3,10709,7,10,23,90,17,9,9,2
18,8,9,1,4441,10,13,23,88,35,9,7,2
18,8,7,3,10125,10,14,22,74,40,9,9,2
25,7,9,1,8441,7,8,24,98,36,6,8,2
19,10,3,8,11513,9,15,19,91,26,10,10,2
30,10,9,2,9331,10,12,16,88,21,4,8,2
25,8,7,4,8392,8,12,24,95,37,7,8,2
27,9,8,3,9321,3,15,18,95,34,7,10,2
20,7,8,1,11777,6,10,18,91,20,10,8,2
26,10,10,2,7224,6,13,18,85,27,8,8,2
30,8,4,4,11708,10,13,22,79,21,10,9,2
25,10,5,3,10166,9,15,22,65,34,10,10,2
18,7,9,1,8216,10,13,23,83,37,5,10,2
23,6,8,1,4297,8,15,14,98,34,9,10,2
29,9,10,7,9391,8,11,9,92,38,10,10,2
22,10,6,6,11768,10,12,19,91,20,9,8,2
22,10,7,1,10232,10,13,16,80,34,10,10,2
18,10,10,2,4303,7,14,23,78,26,9,8,2
27,4,9,1,9028,9,15,20,90,10,9,10,2
18,9,8,4,11343,8,12,21,98,13,6,8,2
25,8,8,4,10699,4,14,22,99,22,6,10,2
25,7,10,2,9072,8,8,21,91,35,8,8,2
21,5,10,4,11865,10,14,22,98,5,8,10,2
24,10,8,1,10611,7,7,24,99,35,10,6,2
19,10,7,2,9153,5,15,22,81,37,9,9,2
21,7,7,8,9040,10,15,23,96,35,10,7,2
19,10,10,3,11856,10,4,24,77,34,10,9,2
28,9,7,1,8771,10,11,25,83,7,9,10,2
18,7,7,1,11409,10,12,18,98,19,8,6,2
29,9,10,5,10072,7,12,21,100,31,5,8,2
30,9,9,2,11997,10,9,13,84,38,4,9,2
29,8,10,8,8649,10,10,23,90,34,9,9,2
27,10,7,2,11389,7,11,25,99,23,10,2,2
20,6,8,3,8439,7,14,14,97,38,10,10,2
22,9,10,6,9747,6,13,24,93,22,7,9,2
30,9,10,1,11308,6,13,22,86,34,8,5,2
30,10,4,1,5480,10,12,22,95,40,10,3,2
21,9,6,1,9120,5,15,23,98,16,9,5,2
30,10,6,7,11320,9,13,22,99,20,6,8,2
28,10,10,2,9130,10,14,10,84,19,9,5,2
29,7,9,1,10784,9,15,25,93,19,9,9,2
18,9,10,5,9593,8,12,23,98,21,6,10,2
23,9,9,2,7937,8,14,20,97,35,7,9,2
28,5,10,1,11358,8,12,16,89,26,8,9,2
30,8,10,3,11504,7,15,18,89,11,9,10,2
21,10,7,4,8211,8,5,24,85,30,10,10,2
23,9,9,4,11244,10,11,19,97,27,8,6,2
30,10,3,4,11311,9,14,8,95,37,9,10,2
22,10,7,3,11853,10,15,18,80,40,6,9,2
18,10,10,3,2334,9,15,24,93,26,10,5,2
27,10,5,3,11837,5,15,19,80,35,8,9,2
21,9,8,8,11598,10,15,25,83,25,8,7,2
25,10,8,4,11619,5,15,22,91,35,10,6,2
27,9,9,2,8308,10,11,15,98,27,9,5,2
29,5,6,2,11339,9,15,23,100,32,9,9,2
25,8,10,2,11885,8,14,24,67,31,8,7,2
30,10,8,2,11814,10,9,24,100,18,4,6,2
26,8,10,1,8492,8,5,23,96,37,6,9,2
21,7,8,4,11178,9,7,24,94,30,10,6,2
24,9,2,3,8044,10,14,14,100,36,9,8,2
23,10,8,1,6410,7,14,23,91,32,2,9,2
25,10,6,1,4871,10,12,20,75,27,9,10,2
28,9,10,2,11882,10,5,20,79,12,10,10,2
23,10,5,1,8598,10,14,18,82,28,5,10,2
19,7,8,4,10673,9,10,17,94,35,8,9,2
30,10,10,1,11226,1,13,20,94,33,4,8,2
25,9,7,7,11139,8,13,18,100,36,9,5,2
24,10,9,2,9833,7,11,23,85,31,7,5,2
26,9,9,3,9373,9,12,18,94,40,7,9,2
18,10,8,1,7673,10,6,25,79,32,9,6,2
18,8,9,2,11868,1,15,21,92,23,10,9,2
29,9,10,1,11509,5,11,20,96,30,9,4,2
29,9,9,5,11541,7,10,22,81,21,10,9,2
18,9,9,2,10186,6,12,25,85,34,5,9,2
20,7,10,2,9479,8,14,20,83,38,10,7,2
22,7,10,1,9660,8,13,23,86,25,9,4,2
19,7,9,2,8653,10,14,25,95,6,6,7,2
28,10,10,1,7094,10,13,12,100,10,9,3,2
26,6,10,3,10932,9,13,14,86,36,10,10,2
21,9,9,4,11886,9,14,22,95,29,10,10,2
18,10,10,6,10794,10,0,25,93,27,8,9,2
21,9,7,1,6122,9,8,22,92,24,8,9,2
28,10,8,1,11493,4,10,18,98,34,9,9,2
30,5,9,4,11372,8,13,21,89,36,9,8,2
29,8,6,1,11369,9,10,21,99,39,2,9,2
22,10,10,1,11892,8,1,23,94,40,9,3,2
19,10,8,6,10848,10,14,21,91,14,10,9,2
29,9,7,2,8699,9,12,22,99,32,10,2,2
20,10,9,5,11894,9,13,19,81,38,6,7,2
25,9,8,3,9193,10,15,25,75,31,9,10,2
30,10,9,3,4162,8,11,23,99,37,9,8,2
25,10,6,2,10718,7,11,24,100,28,10,2,2
20,10,10,2,6975,2,15,22,86,20,10,10,2
22,10,6,2,11779,9,9,16,97,19,8,9,2
18,8,9,2,9083,5,13,25,95,33,9,8,2
24,7,9,1,11653,9,13,15,76,39,9,10,2
26,7,7,2,9680,10,12,24,90,24,9,8,2
29,10,3,4,9835,9,14,21,97,7,10,10,2
22,10,10,5,5956,8,14,21,94,34,3,10,2
20,10,2,1,4869,9,13,21,99,34,10,10,2
22,8,9,2,10754,5,11,20,100,22,8,8,2
24,10,10,2,7542,7,14,18,87,20,10,5,2
21,8,5,1,7230,9,15,21,90,11,8,10,2
26,9,8,2,5333,10,10,21,91,37,10,8,2
26,9,9,8,10303,10,15,20,95,10,8,7,2
27,10,9,2,8244,6,8,25,94,33,7,6,2
26,9,9,1,7334,9,4,24,96,21,8,10,2
19,5,9,2,11957,10,14,21,80,18,9,10,2
23,10,7,3,10962,5,14,11,97,28,6,10,2
20,10,6,1,11116,9,14,25,88,36,10,8,2
19,10,7,4,8235,7,7,22,100,37,6,10,2
18,9,5,2,11651,9,13,11,84,19,10,9,2
19,8,7,2,8705,10,12,23,95,7,10,8,2
23,7,9,3,11070,10,13,23,91,35,3,10,2
24,10,10,3,3903,10,12,14,97,34,5,9,2
28,9,10,2,10719,10,8,20,71,39,8,10,2
28,6,9,3,11018,10,10,19,85,9,10,10,2
23,9,10,1,5336,9,10,14,97,18,9,9,2
21,9,8,1,9126,10,10,24,99,28,9,5,2
23,8,10,2,1488,8,15,25,79,29,10,9,2
23,8,10,8,8851,9,7,16,98,38,10,10,2
22,9,7,3,8578,8,9,23,79,39,9,9,2
22,8,8,2,3871,7,15,25,78,35,10,9,2
23,8,6,1,9723,9,11,13,93,30,10,9,2
27,10,10,3,8700,6,7,23,94,28,9,8,2
30,10,8,3,9550,9,12,22,98,35,6,8,2
25,10,8,7,9798,9,15,21,83,37,9,8,2
23,9,7,2,9756,9,9,16,100,34,10,3,2
27,8,5,1,2144,10,15,16,99,25,9,10,2
30,9,9,2,7107,8,15,24,93,39,1,8,2
25,10,10,8,11645,9,15,9,93,31,7,7,2
18,10,10,1,7117,10,4,24,73,9,10,10,2
19,8,10,8,10013,6,11,24,99,26,9,9,2
19,6,9,1,11668,10,14,23,88,29,4,9,2
21,7,9,1,10365,9,14,6,81,32,10,10,2
23,10,10,1,10227,5,11,19,100,31,6,3,2
27,8,10,2,8286,7,14,25,76,16,9,8,2
25,7,6,1,11761,9,14,22,88,33,9,9,2
19,10,7,2,8637,5,11,24,89,22,9,9,2
27,7,10,1,11981,10,13,22,86,23,6,8,2
25,8,10,2,10803,10,12,20,67,34,7,8,2
23,10,10,2,10593,8,13,18,98,35,10,10,2
18,10,6,6,10359,10,14,15,96,33,6,8,2
18,7,7,2,9900,9,14,23,88,30,9,8,2
20,8,7,3,8227,8,13,20,100,29,10,7,2
24,9,6,3,9331,5,12,24,85,33,9,10,2
25,10,10,6,9289,8,5,15,98,34,8,10,2
23,8,7,2,6809,9,12,25,100,27,8,10,2
23,8,10,4,11856,10,5,13,98,13,8,10,2
29,8,9,4,6934,10,11,25,97,27,8,10,2
25,10,6,6,10820,6,10,25,96,38,10,9,2
22,8,5,2,9676,10,15,25,91,39,10,4,2
25,9,10,1,9008,10,9,7,97,36,4,9,2
26,9,8,2,10429,5,12,20,90,18,10,9,2
25,8,9,3,9276,6,14,22,64,37,10,10,2
22,10,7,1,9611,10,11,20,90,28,6,9,2
25,10,7,2,11701,6,15,8,95,25,7,8,2
20,8,9,1,9704,8,8,25,100,23,6,7,2
25,10,10,1,11435,8,4,10,99,31,6,8,2
19,8,8,5,11754,9,15,25,88,29,2,9,2
25,10,7,1,4801,8,13,16,93,21,7,10,2
19,10,7,9,9089,6,12,21,100,39,9,10,2
23,10,9,4,11863,8,10,16,94,39,10,9,2
26,10,6,1,7646,8,7,20,89,32,10,8,2
30,9,9,7,11071,9,14,12,93,32,9,10,2
28,10,10,2,10800,9,13,20,96,38,1,6,2
26,10,8,4,7092,10,15,24,88,36,9,1,2
22,9,9,2,8283,7,14,21,99,37,10,5,2
26,10,4,1,9629,9,4,22,100,34,10,9,2
18,10,9,5,7099,6,15,22,90,40,5,9,2
27,3,10,7,11539,10,14,25,93,37,8,8,2
19,7,10,1,11292,3,15,21,87,18,9,9,2
25,10,6,2,9938,10,6,21,89,33,9,10,2
26,5,9,2,9917,9,14,25,87,29,10,5,2
23,10,7,1,7821,7,8,16,86,34,9,10,2
23,7,2,4,8487,10,15,25,91,26,10,10,2
26,10,7,2,10908,10,15,9,82,40,4,8,2
29,10,8,7,8790,9,13,20,89,30,10,10,2
20,10,10,5,4891,9,7,25,93,21,10,10,2
22,10,9,2,8110,9,11,25,69,5,9,9,2
29,9,6,1,10065,6,12,25,92,19,10,9,2
29,10,9,1,10784,5,14,16,96,5,7,7,2
29,10,9,1,9105,5,11,24,75,33,9,9,2
29,10,7,1,8684,10,14,12,98,39,5,7,2
19,4,10,3,10822,10,9,20,93,36,8,9,2
18,6,8,4,10797,7,10,22,97,36,7,10,2
20,9,7,6,11961,10,14,5,100,38,8,8,2
18,10,9,2,1573,7,13,17,89,39,9,9,2
24,10,8,3,5693,8,6,25,100,39,10,10,2
24,7,9,2,10134,9,10,20,94,35,6,9,2
26,9,6,1,8516,7,15,16,91,28,8,10,2
19,10,6,1,8842,7,13,24,95,6,9,10,2
18,9,9,3,9886,4,15,25,92,19,7,8,2
23,10,6,2,8889,10,11,16,99,16,10,9,2
25,10,7,3,10904,10,9,8,96,35,10,8,2
27,10,9,2,5659,10,12,10,100,19,7,10,2
21,10,8,2,11351,8,15,17,100,38,3,4,2
21,7,9,5,11371,8,15,19,76,30,10,8,2
18,9,4,5,9213,10,13,21,100,37,7,8,2
30,7,10,1,9257,5,12,20,96,31,8,8,2
22,8,10,5,9768,10,13,14,95,14,9,9,2
27,6,8,1,11291,7,15,22,87,26,9,9,2
30,8,9,1,7428,5,15,25,90,37,9,7,2
21,9,9,5,10723,9,15,15,72,40,10,7,2
25,10,10,9,11671,7,15,25,84,39,4,8,2
30,7,9,1,10755,6,7,23,84,38,9,10,2
21,10,5,1,10207,9,14,20,85,28,10,4,2
23,7,6,3,8220,8,12,23,95,37,10,10,2
25,7,10,2,6599,7,15,25,98,7,8,8,2
27,8,6,3,11860,8,7,17,93,25,10,10,2
27,10,10,1,7657,7,9,19,85,36,7,10,2
28,10,6,2,10214,8,14,24,95,28,7,3,2
22,9,2,3,8867,9,15,17,95,34,10,8,2
19,10,10,2,10173,8,11,18,89,5,4,10,2
28,8,9,5,11475,4,14,22,98,25,5,10,2
21,8,9,4,11528,8,10,16,99,20,6,10,2
20,9,10,5,10508,9,14,12,83,19,7,10,2
29,9,10,6,10171,9,9,19,87,33,7,9,2
18,8,10,3,6676,6,15,12,99,24,10,9,2
