edad,experiencia_mlb,estatura_cm,peso_kg,velocidad_swing,fuerza,precision_contacto,vision_dinamica,agilidad,tiempo_reaccion,pct_bateo
35,15,170.7,92.1,102.1,82.6,90.3,82.4,83.8,0.26,0.303
31,9,183.8,93.6,109.6,82.1,78.4,69.5,80.2,0.265,0.273
37,15,166.2,90.7,115.5,75.4,82.4,74.1,72.8,0.295,0.279
31,10,189.7,98.3,125.9,70.9,91.9,73.8,77.0,0.273,0.317
31,13,186.3,88.2,105.3,81.1,89.3,80.0,77.9,0.27,0.305
25,3,167.2,82.5,119.2,76.7,88.2,79.8,82.4,0.259,0.313
21,2,180.5,84.1,116.3,77.1,71.5,70.3,76.3,0.261,0.259
32,10,186.6,92.3,110.5,91.3,79.2,80.5,81.9,0.253,0.299
26,3,193.6,85.4,108.7,94.9,83.7,81.3,66.8,0.252,0.306
35,12,182.1,79.1,110.5,87.8,81.5,80.6,80.9,0.255,0.293
30,7,185.8,79.2,113.8,90.1,89.4,80.2,83.5,0.271,0.317
21,2,175.4,105.8,119.5,84.5,78.3,81.7,76.4,0.262,0.301
21,1,196.0,99.8,107.1,91.0,88.0,79.5,81.9,0.258,0.316
37,17,186.0,84.2,109.4,80.9,71.3,76.0,81.6,0.267,0.261
20,0,183.2,110.7,120.3,83.4,84.3,79.4,73.6,0.266,0.314
36,18,183.3,95.6,106.3,73.5,82.3,77.1,72.4,0.261,0.282
38,15,194.9,88.5,105.5,84.4,77.2,86.0,80.6,0.273,0.274
22,3,177.9,78.2,123.5,88.7,68.9,81.0,78.5,0.294,0.277
34,11,182.2,82.8,112.2,81.2,83.6,78.3,85.6,0.267,0.303
33,13,180.6,56.3,113.4,74.1,89.0,83.3,79.8,0.267,0.318
25,6,183.9,106.9,109.9,84.1,81.7,83.1,67.4,0.277,0.287
25,6,183.0,69.5,107.1,95.6,76.7,75.3,76.3,0.233,0.281
25,2,185.2,86.6,113.1,92.4,88.9,69.8,80.9,0.263,0.304
29,7,178.5,101.6,108.0,81.1,76.1,76.1,75.9,0.281,0.267
29,11,176.7,83.9,103.3,77.6,82.1,84.2,63.5,0.252,0.273
36,16,187.7,101.9,106.2,86.4,82.2,79.3,71.0,0.25,0.291
32,13,190.4,114.7,95.5,81.6,85.8,76.4,84.7,0.257,0.279
31,8,188.0,90.6,102.6,84.2,76.6,76.7,70.7,0.264,0.259
24,2,176.7,91.0,115.3,85.1,77.5,82.0,69.9,0.273,0.283
29,11,182.4,112.1,109.1,82.9,71.4,72.3,81.8,0.243,0.259
22,2,175.9,89.0,115.6,88.4,80.0,80.8,70.2,0.274,0.292
28,10,191.6,82.9,114.4,81.3,67.4,84.5,76.3,0.294,0.255
31,8,187.1,86.6,111.9,73.6,75.1,69.8,77.5,0.26,0.257
39,17,185.8,91.6,106.6,85.6,89.3,81.3,62.4,0.254,0.299
21,0,177.7,77.6,101.6,79.1,85.2,82.9,72.4,0.269,0.286
24,2,174.8,106.1,110.5,68.5,82.2,82.4,71.7,0.277,0.288
35,16,181.4,94.6,111.8,90.6,87.4,77.0,78.8,0.24,0.324
36,17,186.5,106.1,109.1,80.1,85.7,76.3,79.4,0.261,0.289
26,4,183.5,62.9,116.8,80.8,81.3,82.8,70.2,0.258,0.296
39,19,200.9,91.8,105.5,82.0,82.1,72.9,75.3,0.257,0.275
29,8,175.1,73.6,111.3,79.3,83.7,80.1,83.1,0.28,0.296
36,13,188.6,99.4,105.5,78.8,78.3,86.5,78.6,0.26,0.282
33,14,180.2,57.8,94.5,76.7,80.7,81.8,74.2,0.258,0.261
20,0,191.4,85.1,114.6,83.4,84.7,79.6,79.8,0.259,0.314
36,14,181.2,104.4,104.7,74.8,83.1,77.2,73.1,0.254,0.274
29,6,196.1,84.0,118.1,84.6,77.8,79.1,68.9,0.27,0.29
32,9,174.1,83.2,119.1,82.9,75.4,73.1,76.2,0.272,0.275
23,4,170.8,70.8,117.4,84.9,75.0,80.1,79.9,0.256,0.272
27,5,183.0,88.7,107.2,77.9,79.3,74.2,80.4,0.258,0.28
26,4,189.0,98.3,115.3,76.8,85.9,78.6,79.8,0.297,0.304
21,0,180.3,56.8,111.5,81.3,79.5,72.2,72.6,0.244,0.272
22,0,171.6,89.8,113.7,77.7,88.0,77.8,81.6,0.27,0.301
20,0,187.7,97.3,111.4,79.6,81.6,72.9,67.6,0.257,0.276
35,16,176.6,99.3,121.6,81.9,89.3,81.2,71.7,0.25,0.327
36,15,180.5,93.0,108.1,79.2,81.1,78.9,74.8,0.264,0.269
23,5,185.9,90.4,109.8,69.0,74.2,72.8,76.8,0.276,0.258
33,12,184.8,81.5,116.0,85.1,74.0,82.6,76.9,0.279,0.283
35,14,185.4,95.7,120.6,82.9,82.3,77.8,66.2,0.27,0.294
33,15,187.2,89.8,107.0,83.9,76.7,81.7,79.2,0.255,0.276
29,6,180.5,86.6,120.5,77.7,82.2,76.5,71.1,0.288,0.289
32,13,177.4,93.8,113.9,78.0,82.4,82.1,72.9,0.291,0.282
25,6,183.0,86.1,108.1,88.6,81.4,81.3,82.7,0.24,0.295
32,14,180.0,85.6,123.5,85.9,75.7,84.6,85.3,0.303,0.299
20,0,172.1,82.2,116.6,87.2,76.3,76.9,73.1,0.285,0.28
35,14,192.0,91.2,107.2,78.8,81.6,74.6,70.2,0.299,0.269
24,2,181.7,108.8,113.7,85.0,81.6,76.3,84.0,0.279,0.291
30,12,186.7,84.0,102.9,78.8,84.6,77.9,75.6,0.271,0.283
29,8,190.2,104.7,111.6,79.1,80.3,75.9,78.9,0.263,0.289
23,5,177.7,92.0,114.8,80.4,84.9,74.4,85.9,0.261,0.306
36,14,189.0,83.9,121.5,78.2,86.1,81.9,70.4,0.245,0.318
36,14,171.4,90.5,114.4,75.8,72.2,80.9,76.3,0.252,0.254
23,2,168.6,86.3,103.7,82.2,78.1,80.2,84.5,0.286,0.288
34,16,186.4,95.1,113.7,74.7,83.3,76.6,80.0,0.256,0.28
32,10,201.5,82.2,110.2,77.9,88.6,75.3,77.9,0.253,0.297
39,17,190.9,69.8,106.0,86.8,81.5,78.0,64.1,0.279,0.267
26,6,187.5,81.8,109.9,83.1,79.8,78.7,74.5,0.274,0.281
22,0,185.5,79.4,113.2,77.6,84.9,84.0,83.5,0.262,0.309
31,11,186.1,83.4,114.3,83.8,81.7,77.7,72.5,0.271,0.296
32,10,178.4,89.7,115.8,73.8,81.0,87.6,71.5,0.292,0.288
33,13,184.9,85.7,122.6,75.2,74.5,80.3,74.7,0.295,0.278
28,10,177.9,86.4,111.0,75.0,78.8,83.4,75.8,0.27,0.279
27,9,179.5,86.5,111.9,75.7,76.2,79.6,73.7,0.281,0.268
27,5,169.3,73.5,123.9,76.2,82.3,77.6,83.0,0.279,0.303
37,16,188.7,95.1,105.7,89.5,81.1,80.9,76.6,0.269,0.281
26,3,178.0,77.1,134.3,87.1,76.4,79.3,73.2,0.281,0.307
31,8,181.5,79.2,115.5,92.0,79.3,79.6,81.4,0.27,0.296
30,9,184.8,92.9,114.6,83.7,85.5,79.0,76.0,0.273,0.317
23,1,184.6,81.1,112.4,80.9,78.6,73.3,84.3,0.262,0.283
20,0,187.5,91.4,121.6,91.3,80.1,83.1,83.5,0.267,0.307
23,5,179.9,81.2,103.1,85.1,82.4,84.1,75.5,0.27,0.287
27,7,183.6,92.2,113.5,76.5,80.5,78.0,76.3,0.257,0.282
34,14,186.1,65.8,122.9,80.8,88.0,79.1,76.1,0.278,0.317
30,9,189.1,97.1,111.3,81.9,86.8,82.2,90.9,0.269,0.325
28,10,186.5,94.3,114.4,81.5,84.2,85.0,83.1,0.239,0.312
24,5,188.2,117.2,114.3,78.7,79.7,79.0,78.5,0.275,0.28
33,13,179.6,75.4,114.1,80.1,80.9,79.3,66.9,0.266,0.281
28,10,170.5,94.3,101.5,74.6,82.9,79.7,91.3,0.277,0.287
39,19,196.2,84.4,123.2,87.7,77.8,88.2,74.7,0.279,0.307
29,7,175.1,88.6,112.8,86.7,79.9,75.5,73.3,0.263,0.29
25,3,186.0,95.5,114.1,80.9,84.2,81.2,75.4,0.273,0.289
33,10,183.4,65.3,111.6,82.6,73.5,80.8,77.3,0.258,0.277
30,7,188.1,99.0,106.2,87.8,74.8,77.5,71.4,0.278,0.271
35,12,184.3,75.9,110.1,78.7,66.4,86.8,76.9,0.259,0.26
22,1,192.3,99.5,105.0,76.7,80.6,80.7,80.8,0.25,0.291
25,2,172.8,73.1,116.2,87.7,79.4,78.5,80.6,0.288,0.294
24,4,183.2,101.5,100.3,85.3,80.2,80.4,80.4,0.287,0.272
39,19,181.9,96.6,106.1,77.3,81.4,81.5,75.1,0.24,0.285
23,4,192.1,85.1,111.1,86.5,84.6,81.2,77.2,0.275,0.304
39,18,173.7,89.5,102.8,87.9,78.1,75.2,72.3,0.282,0.264
36,16,187.4,89.0,107.5,81.7,89.7,75.0,83.1,0.297,0.299
27,5,190.1,86.0,110.0,75.1,84.8,78.8,78.6,0.284,0.285
34,12,192.1,102.4,103.5,77.2,90.7,78.1,73.1,0.257,0.305
23,4,180.3,105.8,106.6,84.8,79.9,83.2,82.0,0.278,0.297
36,16,167.0,81.8,119.0,81.9,86.2,80.7,73.4,0.273,0.314
34,15,195.1,80.6,122.1,75.5,74.3,81.3,66.9,0.272,0.289
29,7,185.6,78.0,120.0,89.4,78.3,80.1,68.3,0.255,0.294
25,5,181.5,84.3,106.9,86.9,87.6,76.5,74.1,0.257,0.305
32,12,187.4,78.6,101.3,80.7,76.9,80.0,79.9,0.28,0.271
26,4,169.0,103.7,97.6,87.6,82.0,76.1,75.5,0.269,0.272
39,18,185.1,87.0,100.7,82.2,76.0,78.8,71.9,0.266,0.255
33,12,190.6,85.7,120.1,91.6,84.1,80.8,82.1,0.265,0.328
23,3,189.2,70.3,112.7,79.8,73.5,77.8,59.8,0.277,0.251
24,4,186.9,104.4,108.5,71.8,82.0,84.2,73.1,0.299,0.274
24,3,187.0,72.0,107.2,82.7,84.3,78.2,91.5,0.272,0.291
28,8,173.6,105.3,105.5,91.0,77.8,83.3,77.9,0.295,0.264
26,3,181.4,96.7,121.0,78.9,82.3,77.9,75.4,0.281,0.285
27,7,193.2,77.0,99.1,78.9,90.4,72.3,73.0,0.279,0.273
24,5,184.6,86.3,99.2,69.5,73.8,75.1,78.8,0.266,0.232
22,3,182.1,91.7,127.2,80.9,79.2,82.0,76.1,0.299,0.302
39,20,182.7,90.2,107.0,89.8,76.5,75.5,68.2,0.272,0.264
32,9,169.2,84.5,113.5,83.6,87.5,75.9,64.4,0.293,0.278
39,17,188.6,108.8,106.8,78.4,87.6,78.6,70.8,0.288,0.291
21,0,189.2,85.6,109.6,82.5,73.2,79.3,79.2,0.248,0.274
36,16,178.6,100.0,125.1,89.4,74.7,77.1,78.7,0.256,0.297
30,11,186.6,95.6,102.7,81.7,81.0,78.3,79.4,0.254,0.279
23,5,177.9,76.3,103.3,82.9,83.9,73.4,71.9,0.265,0.273
23,1,196.8,85.2,111.0,92.9,78.3,84.4,73.9,0.273,0.29
27,6,189.7,68.1,115.9,83.4,84.8,76.3,75.8,0.289,0.301
28,7,178.1,78.2,112.5,95.1,74.2,83.1,62.7,0.273,0.287
38,19,179.6,75.2,106.7,80.8,90.5,80.0,74.3,0.26,0.306
34,16,182.8,108.6,121.5,80.3,77.9,79.0,76.7,0.27,0.281
23,5,173.6,80.7,104.8,83.9,77.5,76.0,83.0,0.276,0.265
38,15,181.8,90.0,114.0,85.0,79.0,77.7,65.7,0.277,0.281
25,5,203.7,77.0,112.3,75.2,80.4,83.4,78.9,0.283,0.3
34,16,176.3,80.4,110.6,73.0,82.9,81.7,76.9,0.257,0.292
34,12,182.3,76.3,104.5,87.6,86.6,75.7,75.5,0.265,0.293
38,20,190.8,84.4,117.8,76.3,90.0,75.4,68.7,0.254,0.312
39,16,181.2,99.4,111.1,77.1,68.1,72.9,74.3,0.299,0.23
22,0,186.7,75.3,116.2,75.3,83.0,79.2,75.9,0.261,0.295
26,3,179.8,76.7,117.9,74.0,79.9,79.2,78.2,0.261,0.277
30,12,182.1,77.9,108.8,79.7,86.7,76.7,79.5,0.271,0.299
38,17,190.9,81.9,119.7,78.2,78.6,80.9,73.2,0.255,0.295
37,18,183.2,86.9,117.8,74.1,81.4,74.9,76.6,0.28,0.286
21,2,188.9,85.3,117.8,89.0,79.9,71.2,72.6,0.28,0.278
31,11,195.6,89.6,106.5,86.0,71.2,78.1,70.0,0.244,0.254
30,8,175.5,83.5,121.5,84.0,74.4,74.6,62.1,0.281,0.268
32,12,167.7,75.1,104.9,87.2,88.2,74.6,76.4,0.254,0.292
26,3,193.2,75.2,112.0,77.4,71.5,76.0,79.9,0.261,0.257
33,11,189.6,86.2,103.0,77.3,86.4,75.3,76.8,0.273,0.263
20,2,184.4,86.8,110.0,79.5,77.6,82.7,79.2,0.287,0.276
39,18,171.9,80.7,122.1,78.9,75.0,71.9,69.1,0.286,0.269
36,14,185.9,103.6,103.5,76.6,88.7,77.9,78.3,0.283,0.29
24,6,184.5,79.2,100.8,94.0,78.5,79.1,69.9,0.277,0.259
32,14,174.8,74.3,115.1,89.3,78.0,78.8,81.7,0.274,0.286
24,5,184.6,74.3,116.6,89.2,80.3,84.4,81.5,0.287,0.307
29,10,193.4,99.5,118.7,77.3,81.6,83.8,74.0,0.266,0.293
36,13,185.4,76.2,114.9,83.5,77.4,78.3,74.5,0.268,0.282
22,3,175.1,110.6,108.4,84.9,77.6,81.7,73.1,0.279,0.278
23,0,179.8,91.1,119.9,80.0,75.9,75.2,73.4,0.278,0.273
32,9,185.8,105.2,110.3,80.8,79.0,88.8,82.4,0.323,0.29
23,0,178.2,93.9,96.9,79.3,77.0,75.5,84.1,0.231,0.26
28,5,179.5,91.0,100.5,79.5,79.2,79.3,75.4,0.269,0.264
33,12,182.5,102.6,116.9,85.8,96.1,76.5,83.8,0.275,0.328
35,15,180.5,110.6,102.2,91.9,81.1,80.4,66.6,0.273,0.276
32,10,187.0,70.3,107.7,72.4,72.4,83.5,76.4,0.257,0.266
29,10,195.4,102.7,101.6,83.9,83.3,74.9,80.4,0.276,0.272
32,14,172.8,95.9,101.7,89.3,82.6,79.3,67.1,0.268,0.27
21,3,182.9,75.3,123.8,85.4,84.1,80.8,74.4,0.268,0.317
36,13,185.7,98.3,115.9,85.5,76.5,80.9,78.4,0.262,0.294
28,6,189.0,88.7,108.8,78.6,75.8,82.5,81.1,0.272,0.274
27,7,181.4,85.2,104.3,71.6,85.7,85.2,72.9,0.284,0.288
38,16,177.9,95.7,109.8,82.4,88.7,80.4,83.2,0.269,0.309
31,13,192.6,85.7,114.6,62.1,83.0,81.2,75.8,0.258,0.275
32,11,167.8,84.0,113.6,87.3,85.8,82.0,66.3,0.25,0.297
35,16,186.9,90.8,119.4,73.3,75.4,78.3,76.0,0.246,0.28
23,5,186.0,79.5,102.9,80.0,80.6,72.0,77.3,0.246,0.264
39,20,185.3,83.6,117.3,76.8,84.4,81.7,78.0,0.282,0.296
26,5,185.7,107.9,105.3,79.2,82.8,71.4,66.2,0.276,0.256
21,1,192.6,84.7,116.8,74.6,84.3,75.7,84.2,0.272,0.293
39,20,189.8,89.2,105.2,83.9,72.3,73.4,61.2,0.251,0.239
31,8,178.8,79.8,107.7,77.1,79.8,81.2,72.5,0.257,0.273
25,5,178.2,86.7,108.3,72.4,77.9,83.7,72.8,0.294,0.266
30,10,177.1,87.5,99.6,86.4,74.6,78.7,76.6,0.262,0.26
35,13,181.4,89.2,107.1,85.7,74.0,78.7,76.3,0.28,0.276
23,5,198.7,100.9,121.9,75.1,79.1,85.4,69.7,0.27,0.291
39,17,178.6,86.0,119.8,66.8,82.3,83.9,68.1,0.279,0.291
39,20,184.8,87.6,100.2,76.3,90.1,74.6,77.3,0.262,0.288
31,13,176.0,82.8,113.9,83.0,86.6,76.7,71.6,0.27,0.295
39,19,184.0,102.4,110.8,82.2,87.7,78.9,65.6,0.264,0.297
32,14,187.8,89.5,104.0,88.5,78.2,79.7,69.1,0.278,0.275
37,18,180.8,91.2,120.0,94.6,82.6,71.0,69.0,0.252,0.297
22,0,187.0,81.2,105.4,83.1,84.3,83.7,70.7,0.25,0.286
36,13,185.0,79.3,112.0,84.1,74.9,79.3,76.2,0.281,0.283
32,14,186.0,80.8,121.0,90.7,77.9,79.8,68.8,0.281,0.292
38,18,190.2,97.2,101.4,72.3,80.0,85.7,78.7,0.27,0.273
29,10,186.6,96.5,122.4,82.7,73.3,83.1,70.5,0.272,0.28
23,0,187.9,92.6,114.9,77.1,85.3,79.6,83.2,0.293,0.311
30,9,183.8,90.1,127.4,77.8,75.0,78.2,76.7,0.264,0.289
26,8,191.7,97.8,110.1,71.7,79.6,88.5,61.6,0.287,0.276
23,3,172.3,105.9,110.3,81.8,70.4,80.7,81.9,0.292,0.261
25,2,190.8,87.7,124.4,86.8,80.0,77.8,78.4,0.296,0.302
37,17,178.3,89.2,109.7,82.3,89.1,73.4,71.4,0.265,0.291
22,4,185.4,83.7,121.6,82.9,86.4,85.2,74.4,0.288,0.312
35,17,185.0,89.3,105.3,83.1,74.6,76.4,66.3,0.257,0.245
33,13,185.8,79.1,111.7,68.2,79.8,82.2,72.6,0.261,0.28
38,18,185.5,91.1,115.3,72.7,77.6,87.8,74.8,0.269,0.294
24,2,196.0,104.6,110.6,86.8,76.6,81.2,76.1,0.272,0.284
21,0,173.5,106.5,110.9,92.1,80.3,78.9,77.9,0.273,0.3
39,17,174.4,82.4,110.3,83.5,81.1,79.7,82.9,0.253,0.295
32,9,185.8,79.2,109.8,80.5,78.5,76.8,82.5,0.278,0.284
22,4,171.7,92.3,111.1,84.2,78.6,82.5,80.1,0.272,0.287
25,4,192.9,110.2,104.0,78.7,75.0,79.0,78.0,0.288,0.256
23,0,183.7,85.9,118.4,80.8,86.8,81.0,66.0,0.292,0.302
30,11,186.2,100.2,117.2,87.6,80.7,78.9,69.7,0.264,0.292
30,10,181.6,86.1,109.0,79.2,87.2,80.5,82.7,0.302,0.293
23,1,183.3,89.6,118.4,76.7,83.0,81.3,78.2,0.255,0.307
38,19,186.1,78.9,115.7,76.0,81.8,77.7,81.0,0.28,0.293
37,17,184.1,98.8,102.5,86.0,82.1,78.6,76.2,0.286,0.276
28,7,176.3,65.0,102.8,84.6,90.7,76.2,78.7,0.261,0.302
37,18,196.6,90.9,104.6,83.1,74.4,71.6,76.0,0.264,0.258
23,1,193.1,84.2,112.9,87.5,78.8,79.2,70.7,0.254,0.29
32,13,195.4,78.8,107.7,89.1,76.7,73.2,81.9,0.259,0.283
37,19,181.3,105.3,118.9,84.5,80.0,83.7,78.4,0.271,0.298
39,20,169.3,92.3,112.4,77.1,80.1,77.5,75.3,0.28,0.277
34,14,174.5,86.8,106.7,81.6,72.6,77.4,84.8,0.287,0.259
33,13,182.5,83.6,108.1,78.2,84.5,82.4,73.3,0.282,0.292
24,1,180.2,98.0,115.3,84.7,87.4,78.8,74.2,0.305,0.298
35,12,183.1,77.6,116.2,84.3,80.0,75.8,71.8,0.28,0.283
22,3,186.1,85.2,124.1,81.6,75.4,76.6,75.1,0.29,0.287
24,2,192.3,74.9,110.3,76.6,81.9,82.3,73.2,0.26,0.283
39,17,192.8,82.9,108.4,86.5,77.0,77.7,75.1,0.256,0.27
38,20,177.7,111.6,117.1,83.0,78.8,74.9,78.3,0.249,0.285
39,19,184.9,102.1,106.4,81.5,81.6,78.5,66.5,0.31,0.27
35,14,178.0,80.9,104.5,79.3,72.5,74.2,80.4,0.272,0.258
20,0,183.0,88.3,118.7,78.1,83.6,81.0,79.7,0.253,0.31
23,3,181.6,91.3,110.2,83.2,82.9,84.8,76.4,0.273,0.297
20,0,190.8,81.9,112.7,77.5,80.3,82.7,80.5,0.275,0.286
23,4,184.0,95.5,117.1,90.3,84.6,80.0,68.3,0.272,0.305
26,8,183.9,88.8,120.2,77.6,85.5,79.2,76.0,0.259,0.319
31,8,185.8,90.0,115.7,78.3,78.5,79.0,87.0,0.27,0.296
27,8,195.5,81.4,108.3,74.8,81.5,79.1,73.7,0.273,0.276
39,16,194.2,92.4,119.3,83.9,77.6,76.4,81.7,0.31,0.288
20,2,183.6,91.3,115.5,77.9,80.5,77.9,82.0,0.257,0.299
20,0,192.3,94.6,106.2,91.7,81.6,76.1,68.5,0.279,0.276
26,3,194.0,89.7,111.7,88.6,73.1,77.3,82.8,0.275,0.278
34,11,189.6,97.7,117.0,73.4,77.0,80.0,76.8,0.301,0.27
20,2,177.1,107.1,100.1,82.6,80.1,78.6,72.3,0.256,0.259
24,2,186.5,90.0,105.0,81.4,87.7,75.7,67.8,0.292,0.271
37,19,173.2,108.3,111.3,81.0,89.5,85.3,71.6,0.28,0.305
28,6,182.6,102.6,112.7,93.8,79.7,84.4,78.3,0.277,0.299
24,5,184.2,97.8,112.9,79.2,87.2,81.8,71.1,0.262,0.3
26,8,186.3,89.3,112.4,83.4,76.5,74.9,70.6,0.255,0.272
37,19,188.6,103.2,110.1,84.2,84.2,80.3,69.4,0.283,0.296
37,17,180.8,80.1,108.4,81.0,80.2,74.6,72.0,0.289,0.272
30,9,191.3,83.4,118.7,79.3,91.3,74.1,70.3,0.261,0.312
36,14,183.6,105.9,105.6,86.8,75.8,82.3,66.4,0.245,0.277
24,3,182.8,94.6,118.5,84.8,93.4,77.5,69.9,0.278,0.317
31,11,181.0,88.3,113.8,87.2,79.2,79.6,69.6,0.27,0.284
26,3,167.9,98.0,112.6,80.4,75.4,77.5,76.9,0.271,0.263
26,8,180.7,89.9,107.8,84.2,84.9,81.5,64.4,0.231,0.296
36,14,173.7,97.6,118.0,75.5,79.8,81.2,78.7,0.305,0.272
24,2,176.7,75.1,106.9,88.8,83.5,82.2,77.7,0.283,0.293
22,0,185.5,83.0,109.6,94.2,76.2,81.4,70.1,0.297,0.267
27,9,182.2,84.2,105.8,85.3,76.2,85.9,67.4,0.284,0.268
31,10,195.8,83.6,117.6,92.7,82.3,79.1,78.4,0.278,0.302
37,18,189.6,97.6,110.4,79.9,77.7,78.6,86.0,0.261,0.282
20,0,202.6,80.7,106.5,86.5,76.3,85.3,77.1,0.27,0.276
33,11,185.7,80.1,110.1,78.8,77.6,74.7,73.3,0.262,0.267
28,9,196.9,92.2,114.8,81.5,86.3,75.4,63.8,0.283,0.287
35,15,185.2,84.3,118.7,84.6,75.3,82.4,70.2,0.243,0.292
35,12,173.6,78.0,115.0,88.5,77.8,77.4,72.0,0.271,0.273
30,12,181.7,86.6,112.1,78.6,80.4,88.1,78.2,0.249,0.297
23,1,185.8,108.0,107.3,84.5,82.5,78.2,70.8,0.292,0.277
21,3,179.3,92.9,112.6,92.9,73.8,89.5,73.5,0.277,0.293
39,19,190.0,85.3,102.2,81.9,89.3,84.8,83.1,0.284,0.305
21,0,183.8,93.3,106.6,81.7,83.5,79.4,70.4,0.262,0.286
23,0,183.8,83.6,118.8,81.8,74.0,77.3,78.6,0.256,0.286
36,16,177.5,112.4,103.7,86.7,82.1,74.5,81.5,0.274,0.283
36,13,178.4,83.6,94.4,81.6,73.9,78.7,72.6,0.28,0.24
39,16,174.8,83.6,109.6,90.8,90.4,80.5,68.3,0.259,0.306
29,8,208.7,81.4,113.8,80.1,78.4,78.4,81.1,0.255,0.29
30,9,179.5,81.1,101.8,84.9,74.0,74.1,66.9,0.245,0.244
25,7,184.1,77.9,104.9,94.9,78.4,82.0,70.0,0.271,0.287
27,4,177.1,81.0,124.7,79.5,82.1,81.7,72.5,0.298,0.294
27,4,195.7,87.3,109.3,89.4,76.9,80.5,77.8,0.289,0.278
38,19,204.6,95.3,107.9,69.2,72.2,76.3,75.3,0.261,0.252
33,14,183.7,100.8,95.9,86.5,81.2,75.8,78.8,0.29,0.25
25,4,178.3,70.2,117.6,82.7,77.0,76.5,67.8,0.257,0.273
38,20,188.7,69.2,117.0,80.2,81.9,75.6,69.5,0.258,0.292
37,17,182.5,85.7,111.2,87.4,80.5,82.3,76.2,0.285,0.291
29,10,182.5,99.4,109.2,74.0,79.0,85.5,73.6,0.247,0.284
37,14,190.5,90.6,104.6,79.0,74.6,83.8,61.9,0.28,0.263
22,0,187.3,87.9,110.6,78.7,81.5,86.7,73.7,0.251,0.306
33,13,189.6,78.7,102.1,78.1,85.0,80.6,70.3,0.282,0.275
22,0,189.7,98.9,124.6,84.4,79.4,82.4,76.8,0.278,0.315
33,10,197.5,94.0,104.0,79.9,83.3,77.6,78.2,0.281,0.276
22,1,173.3,76.3,122.9,91.4,76.8,84.3,76.4,0.271,0.305
22,3,191.8,87.1,109.9,78.1,79.2,80.4,72.4,0.265,0.275
39,16,190.9,81.2,113.6,76.6,76.4,86.7,65.3,0.248,0.285
20,0,187.2,85.1,120.4,95.1,86.3,75.7,72.8,0.287,0.319
26,3,184.0,74.1,98.1,82.1,87.2,81.3,82.2,0.258,0.294
25,6,189.6,94.6,101.5,81.4,81.0,82.0,72.7,0.268,0.277
24,3,181.2,81.9,113.5,81.2,82.2,74.5,75.0,0.272,0.293
26,8,176.4,87.2,132.9,84.3,79.2,79.6,82.4,0.263,0.312
35,17,181.8,114.1,125.0,73.8,78.3,75.2,77.9,0.311,0.278
31,9,181.9,90.4,119.4,87.9,79.8,77.1,72.1,0.281,0.29
23,4,193.5,99.4,120.2,83.4,87.9,80.9,82.3,0.27,0.33
22,0,196.6,94.1,110.6,89.6,84.8,86.2,87.3,0.272,0.312
34,11,181.7,90.1,110.6,84.8,82.7,80.8,73.6,0.266,0.294
39,19,171.1,77.7,110.9,77.8,84.4,72.7,75.8,0.292,0.273
24,1,200.6,107.0,113.6,81.8,77.8,79.0,77.5,0.274,0.29
31,10,185.7,90.0,105.3,78.1,80.7,78.1,75.7,0.265,0.269
32,10,190.0,80.5,115.0,87.6,79.7,84.8,72.9,0.241,0.311
29,10,184.7,93.4,114.4,85.2,77.6,85.8,77.2,0.277,0.286
34,14,183.1,84.6,128.0,81.8,77.3,83.4,75.1,0.267,0.303
30,11,184.0,91.3,113.5,83.0,79.2,82.5,83.0,0.296,0.286
20,0,175.4,91.4,110.9,80.7,85.5,86.0,81.0,0.258,0.313
24,4,177.9,87.1,108.1,82.9,82.0,74.8,75.3,0.283,0.276
34,15,185.3,86.0,105.8,81.4,78.2,73.5,76.7,0.281,0.268
29,11,187.0,88.8,115.5,92.5,75.4,81.6,78.5,0.28,0.282
23,1,192.9,94.7,130.3,78.7,84.6,82.9,73.8,0.262,0.319
22,2,194.7,82.8,105.4,76.9,75.7,86.5,71.5,0.281,0.27
39,17,182.5,85.3,101.8,85.3,80.4,84.1,75.8,0.265,0.278
22,0,185.1,74.8,104.9,80.5,77.1,85.5,66.2,0.289,0.266
39,21,175.7,84.3,115.9,83.8,76.0,70.2,80.6,0.262,0.266
38,15,180.2,89.9,122.8,72.0,86.4,79.6,64.8,0.256,0.303
20,0,194.1,94.4,113.6,86.7,69.8,73.7,85.7,0.251,0.263
29,10,197.7,100.0,100.6,82.5,80.9,81.1,80.2,0.295,0.269
38,16,180.8,78.0,117.8,72.7,83.5,80.0,73.6,0.28,0.286
23,0,182.3,89.0,107.0,88.5,81.6,87.4,80.7,0.296,0.293
28,7,179.0,92.6,118.7,80.1,90.5,76.6,68.1,0.273,0.31
36,18,180.1,71.9,93.3,83.3,90.4,77.4,74.0,0.259,0.277
34,14,189.3,73.0,116.1,76.1,79.5,75.4,76.9,0.273,0.282
22,1,187.3,72.2,109.2,72.2,74.8,77.7,74.2,0.254,0.25
32,14,183.4,81.1,109.3,88.8,81.5,83.0,71.5,0.248,0.285
28,9,178.3,94.4,106.4,67.1,91.4,70.9,81.0,0.263,0.29
34,12,182.3,85.0,111.8,79.6,73.5,77.1,81.5,0.265,0.255
24,2,188.8,97.3,116.5,82.6,78.3,74.7,89.3,0.281,0.298
