"horas_estudio","tiempo_lectura","horas_sueno","uso_redes","motivacion","asistencia","nivel_socioeconomico","apoyo_familiar","estres","rendimiento_academico"
6,5,8,1,7,74,5,10,8,88.58
6,7,5,7,4,72,5,2,10,87.03
5,4,4,4,8,68,3,10,5,86.75
7,5,4,6,10,99,3,5,10,96.22
4,2,7,1,8,67,5,9,5,85.92
3,2,8,5,4,80,2,7,1,79.79
6,4,5,7,9,72,5,8,2,92.14
2,2,8,4,6,80,2,2,7,78.51
2,3,8,4,3,93,1,7,8,78.38
6,6,4,1,2,97,3,10,4,78.8
5,5,8,7,9,94,4,5,7,90.76
9,10,5,7,9,62,3,2,2,89.79
1,1,9,4,7,76,1,8,1,77.5
6,6,8,2,3,94,1,6,5,77.93
9,7,8,1,2,67,4,7,4,76.46
5,6,6,8,4,78,3,3,10,86.74
8,9,5,8,2,75,4,7,4,81.52
3,4,9,8,8,82,5,8,6,88.61
6,6,4,2,5,61,5,10,5,82.97
6,7,5,5,10,89,5,9,6,93.58
10,10,8,4,3,64,2,3,5,75.36
6,8,5,2,1,61,3,7,1,76.02
9,10,9,2,1,86,1,9,2,73.83
10,9,5,5,5,88,1,7,9,84
2,2,4,1,4,96,4,6,4,77.95
2,2,9,2,8,78,3,4,10,83.97
7,7,5,1,6,84,2,6,4,83.1
2,4,7,6,8,68,4,6,4,82.7
3,2,8,8,2,72,4,6,3,79.49
9,10,8,3,3,79,5,5,5,78.75
7,4,5,1,4,90,3,7,3,80.32
2,3,6,7,10,76,4,3,5,85.3
9,8,8,5,3,89,4,7,6,80.3
3,2,5,4,5,96,1,8,8,82.59
7,6,9,6,6,98,2,1,6,84.21
6,5,4,5,10,89,2,2,8,90.28
8,7,6,8,9,97,2,5,4,91.98
3,4,4,5,6,98,3,7,1,82.94
5,5,9,8,5,75,3,9,3,85.82
3,3,8,2,5,73,1,5,2,76.97
10,10,5,3,4,89,2,6,2,78.79
3,2,4,2,5,63,3,9,7,80.59
10,10,9,1,6,75,4,9,7,85.55
6,6,9,2,7,89,1,4,7,83.49
2,3,9,4,1,91,5,6,5,75.57
3,3,6,2,7,67,2,2,6,80.35
5,6,4,4,4,62,1,7,9,82.44
5,5,4,2,2,95,2,5,5,76.92
9,9,7,2,6,99,5,1,7,83.61
3,3,8,8,2,94,3,10,8,83.87
9,10,8,2,4,77,3,2,3,77.99
9,8,8,5,1,65,2,6,9,76.91
9,10,8,1,3,85,1,2,2,75.1
4,3,4,7,4,81,5,6,3,83.21
9,7,4,2,5,88,1,2,1,79.25
1,1,6,1,6,82,3,5,2,76.53
4,5,4,7,6,94,2,8,6,86.24
9,9,8,3,7,86,4,2,5,84.63
4,4,8,2,9,92,4,2,8,87.11
3,3,6,4,7,93,1,2,4,80.66
8,8,9,8,3,88,5,10,3,83.45
1,1,7,2,8,61,5,10,9,83.46
1,1,9,7,3,65,1,6,5,75.73
3,4,5,7,5,97,2,4,10,85.63
5,5,8,7,7,62,3,10,4,86.69
5,3,6,5,9,66,5,5,5,88.32
5,6,5,4,2,62,4,4,2,76.89
7,8,4,6,8,82,1,9,5,89.43
2,2,7,1,10,83,4,3,1,81.94
9,10,5,6,10,89,3,1,8,94.22
2,2,8,2,5,61,5,2,10,80.74
8,8,5,2,10,78,3,3,9,93.07
1,1,4,8,10,87,2,3,4,82.31
1,1,4,4,9,90,2,4,5,79.39
3,3,5,1,3,83,2,10,8,80.54
7,6,5,1,10,64,3,7,8,91.82
3,2,8,3,5,93,3,10,10,84.91
10,8,6,6,7,87,5,1,10,89.18
10,9,6,2,8,93,4,9,10,92.75
4,3,8,1,5,88,1,2,2,77.98
3,3,7,6,2,72,4,1,8,79.03
4,4,8,4,3,77,4,3,3,77.99
3,3,4,5,4,71,2,2,5,77.22
3,3,4,3,8,71,4,9,3,84.27
4,4,9,6,3,77,3,10,6,81.58
3,4,8,7,4,95,5,7,8,84.71
7,7,6,5,10,84,1,6,6,90.61
4,4,9,4,3,65,3,7,9,80.37
4,3,6,4,3,85,1,6,7,79.05
9,10,4,7,7,82,3,5,2,88.51
10,10,8,3,8,90,1,5,3,85.56
1,1,7,1,3,71,5,6,7,75.99
3,4,6,6,10,68,1,7,6,86.33
10,10,5,2,7,92,5,9,9,90.48
1,1,7,2,5,91,2,1,8,76.07
4,2,4,2,6,97,4,10,8,85.79
10,10,8,7,2,83,1,3,9,78.24
10,8,9,5,2,85,5,4,7,76.54
8,9,4,5,4,60,1,4,10,82.62
1,1,6,6,7,85,4,1,10,82.89
6,6,4,3,6,77,3,5,8,84.94
8,7,6,4,9,74,5,2,5,88.28
4,5,7,7,9,66,3,9,1,89.16
8,8,7,5,8,92,1,9,1,89.65
6,6,8,5,7,96,2,1,6,84.14
1,2,5,6,8,87,2,10,10,85.76
10,9,6,2,10,82,4,1,10,93.44
1,1,4,3,10,73,1,3,7,79.68
7,6,6,5,7,98,5,2,7,88.11
10,10,4,8,6,88,1,9,4,86.34
2,2,6,2,7,91,1,1,8,79.51
4,3,5,5,3,67,3,6,9,81.32
4,3,6,8,5,96,4,3,9,86.84
6,8,8,7,9,79,1,3,9,91.24
1,2,4,4,8,70,1,9,1,79.25
8,8,5,2,4,92,4,9,7,82.98
3,3,4,2,2,97,3,3,1,75.95
4,5,8,5,2,74,1,9,2,78.02
1,1,7,4,5,93,3,5,5,76.55
1,1,8,2,4,65,4,7,5,75.29
4,4,8,6,10,90,4,1,1,87.9
2,4,5,4,2,78,4,9,8,79.1
4,5,8,8,8,65,5,9,4,89.13
3,2,9,8,1,95,1,5,7,78.55
7,8,9,3,6,67,1,8,2,82.24
10,9,9,8,2,83,3,6,8,80.07
7,7,7,3,1,92,2,6,9,77.95
1,2,9,7,3,69,2,2,9,77.61
5,3,9,8,4,64,4,8,6,84.46
3,3,9,7,2,82,4,6,10,82.67
6,4,6,6,9,68,5,4,8,90.87
1,1,8,1,4,99,4,5,2,75.41
4,3,6,4,2,99,1,3,4,75.46
4,4,6,7,1,83,3,9,9,82
4,4,6,5,9,79,1,2,1,84.3
7,7,6,1,8,77,1,6,7,86.9
3,4,5,1,8,95,2,1,7,82.47
6,8,5,1,5,70,4,10,9,86.75
4,4,6,8,10,63,3,2,3,88.2
1,2,4,8,4,76,3,7,3,79.66
2,2,5,1,3,66,4,5,5,75.29
4,3,8,3,2,79,4,1,9,78.25
7,7,9,6,4,87,5,1,1,81.94
9,8,6,2,10,77,2,10,7,93.03
8,8,4,5,5,90,5,10,7,87.12
1,1,7,6,6,74,1,5,6,78.47
5,5,4,1,1,97,5,9,7,79.66
3,3,5,8,5,80,5,8,6,85.69
6,8,6,2,6,91,3,3,10,86.95
7,6,7,5,5,84,5,8,8,86.83
4,4,8,6,1,92,5,10,8,82.28
2,4,4,2,7,85,2,10,5,80.88
3,4,6,7,6,72,1,10,2,83.3
2,2,5,2,5,64,1,8,8,79.03
8,9,9,2,9,77,4,1,5,87.74
9,9,5,3,1,95,2,6,4,74.37
3,3,8,3,8,89,1,9,1,83.36
4,5,9,2,9,84,5,1,10,88.5
2,1,8,1,9,69,3,4,10,84.46
9,9,8,2,2,99,3,5,10,80.07
2,2,5,1,1,80,2,8,9,77.06
2,1,4,3,4,78,1,5,9,78.31
9,9,4,7,2,74,1,1,5,75.71
2,3,5,3,4,63,1,9,1,76.68
8,9,8,8,1,64,4,7,4,79.28
4,5,4,1,4,100,3,8,9,83.16
9,8,8,2,2,64,4,2,9,76.38
9,10,5,6,10,67,3,4,1,92.42
1,1,7,8,3,78,2,1,5,75.73
7,7,5,5,2,97,5,10,8,83.41
6,5,9,8,4,60,2,4,9,83.94
5,5,8,5,5,69,1,3,10,83.49
1,2,7,6,4,73,1,9,4,77.13
4,6,4,2,5,71,1,7,4,80.09
6,6,6,8,5,73,4,5,9,88.27
1,1,8,6,3,62,5,2,3,74.51
7,7,7,4,2,81,1,9,5,78.67
10,10,5,7,2,81,5,4,4,77.4
3,3,5,7,7,71,2,8,1,84.81
7,8,9,1,9,76,5,10,6,90.6
7,7,9,3,8,94,5,4,2,87.22
3,3,7,7,9,95,4,8,3,88.31
8,7,8,5,10,68,2,9,10,96.24
8,8,9,8,3,69,4,7,1,82.72
9,10,5,7,5,67,2,8,6,84.36
2,2,8,3,3,68,5,9,7,79.33
10,10,8,2,8,82,2,6,9,88.47
2,1,7,2,10,94,4,5,10,87.41
4,3,6,2,1,84,4,2,10,78.67
3,3,6,7,1,61,5,6,7,79.49
2,2,8,6,9,97,1,3,8,83.95
10,10,6,2,7,80,3,10,1,86.65
7,7,8,2,1,76,1,8,7,76.05
2,2,6,1,10,67,2,6,8,83.77
9,8,9,1,2,88,5,7,10,80.5
4,5,9,3,10,63,1,3,1,83.74
6,4,5,4,3,76,5,7,10,84.02
3,3,9,6,3,69,4,2,9,79.76
5,6,8,5,2,99,1,6,5,77.55
4,4,5,8,9,99,5,10,1,92.78
2,4,8,7,7,66,4,4,3,82.35
8,9,7,6,8,91,2,5,5,87.94
7,6,7,1,7,94,5,3,3,84.59
4,5,7,3,8,77,3,5,9,86.9
4,4,8,2,9,65,5,2,1,84.57
3,4,5,7,6,71,1,7,10,86.39
10,10,8,7,3,72,3,1,9,80.41
9,8,9,3,9,69,1,4,2,86.74
10,10,8,5,1,72,1,10,6,73.48
5,6,6,5,2,98,2,3,6,77.98
7,7,5,2,7,84,5,5,2,86.25
2,2,8,1,8,96,2,3,7,80.96
4,5,4,8,9,73,4,7,5,90.71
5,5,9,5,4,74,4,6,3,80.78
5,4,6,2,7,77,4,5,6,84.55
8,8,8,7,8,65,1,7,8,89.98
10,10,9,6,3,61,3,4,7,77.5
2,3,4,2,10,85,1,3,10,85.49
6,5,4,6,9,97,3,6,6,90.88
5,6,6,6,6,76,1,9,3,84.22
5,5,9,3,3,88,1,8,3,77.67
2,2,7,5,2,70,2,9,9,79.2
4,6,5,1,8,86,2,6,7,85.47
8,8,8,7,3,84,2,7,1,80.5
1,2,9,1,6,73,2,3,3,74.66
7,6,4,5,4,91,5,8,2,83.05
3,3,8,1,6,72,2,9,10,84.58
1,1,6,5,5,76,1,4,1,75.92
4,4,5,3,3,68,5,8,5,79.77
9,7,4,1,9,94,2,10,8,91.78
10,9,4,4,3,66,3,9,5,77.31
1,1,5,8,10,86,3,7,10,88.66
1,1,4,2,7,79,2,5,9,80.73
10,10,4,1,6,61,1,6,8,83.27
3,3,6,7,8,63,5,9,3,87.26
8,7,9,2,5,70,1,2,8,80.61
6,7,9,4,4,67,5,4,5,80.8
4,4,6,7,3,72,5,8,2,82.25
3,2,9,2,8,76,2,4,7,81.53
6,4,9,1,5,64,5,7,10,85.71
3,4,9,6,10,95,2,10,5,88.36
6,6,5,3,6,74,1,4,3,81.31
2,2,8,7,1,73,3,4,2,75.41
9,10,8,7,1,77,4,2,7,76.66
4,5,7,6,8,82,5,7,1,87.58
1,2,5,7,2,84,3,6,9,80.58
2,2,5,5,3,84,2,9,4,77.21
3,2,9,3,1,82,1,9,8,76.85
2,1,7,7,2,76,5,8,10,82.74
2,2,4,2,10,89,1,2,4,80.75
6,7,6,8,10,78,1,8,9,96.12
2,3,7,1,5,79,1,1,1,75.49
5,5,5,1,3,97,4,2,9,80.75
6,6,6,8,6,98,1,10,5,87.6
6,6,5,6,6,95,1,1,5,82.92
10,9,6,4,6,71,4,5,2,83.33
8,8,9,2,7,94,2,2,4,83.22
5,6,8,5,8,100,4,3,7,87.65
5,6,5,5,1,74,1,3,9,77.68
9,10,8,3,2,64,4,5,8,77.13
9,8,9,4,9,90,4,6,9,92.48
3,5,5,6,1,88,1,3,2,75.9
4,3,8,7,1,78,5,4,4,78.32
2,2,5,6,9,62,4,1,10,86.05
8,8,4,7,1,98,4,8,5,79.88
2,4,6,7,4,95,4,9,5,82.76
10,10,7,8,6,90,1,5,3,85.24
10,10,6,8,1,65,1,2,7,74.77
7,7,5,1,5,70,2,9,6,82.26
7,7,5,2,3,99,4,10,9,83.96
7,5,8,1,2,80,1,2,7,75.59
9,9,4,4,3,63,2,3,7,77.43
3,3,5,3,8,91,3,3,3,82.45
6,6,9,5,8,69,1,8,2,86.44
3,2,5,4,4,68,5,1,1,77.91
1,2,6,8,5,69,5,1,2,78.79
3,3,7,1,10,90,2,8,8,87.42
6,5,5,3,4,72,5,2,6,80.15
6,7,9,2,3,74,2,7,10,81.59
6,7,9,4,3,62,1,2,5,75.83
4,2,4,1,5,67,4,7,5,81.09
4,6,8,7,1,86,3,2,5,77.59
4,4,8,7,8,85,5,6,6,89.01
10,9,5,6,3,60,3,5,7,78.29
2,2,7,7,7,96,4,7,3,83.59
10,9,4,1,8,76,5,5,1,87.73
1,1,8,1,10,65,4,10,9,84.54
2,3,8,4,8,83,4,9,2,82.76
5,7,7,8,2,65,2,3,1,79.73
6,6,8,1,7,65,2,3,8,83.96
9,8,8,8,4,69,4,7,7,84.73
6,7,7,1,6,87,4,9,8,87.18
10,10,6,6,10,89,3,10,10,99.18
9,9,9,4,10,65,1,7,3,90.15
10,9,5,7,9,67,2,4,7,91.28
10,9,4,5,4,71,4,6,8,81.44
9,8,4,1,9,76,5,5,4,89.55
2,3,8,3,9,95,4,2,10,85.09
2,4,9,1,4,96,3,4,8,78.21
3,1,5,7,10,72,3,1,9,88.63
9,10,7,1,4,92,2,10,4,80.24
9,7,9,8,4,88,1,3,7,82.65
6,5,9,1,6,78,3,1,3,81.45
1,1,6,1,8,65,4,6,10,82.69
4,6,4,3,9,86,3,8,6,86.96
2,2,9,5,5,71,1,3,10,79.74
1,1,5,4,10,63,4,6,7,82.41
1,1,5,6,9,76,4,10,3,83.6
8,9,5,7,9,73,3,6,1,92.1
7,7,4,6,7,72,3,8,10,91.14
7,7,5,4,7,99,4,8,10,91.64
8,8,8,3,10,99,3,9,9,94.23
3,4,4,6,5,76,3,5,2,80.71
4,4,5,5,8,66,5,9,5,87.03
7,4,4,1,5,61,2,8,10,84.83
7,9,4,4,10,64,5,3,5,90.69
8,8,8,8,6,60,4,5,5,86.53
10,10,5,7,10,74,4,7,3,95.14
1,2,4,3,9,62,3,4,6,78.32
10,9,7,7,9,91,5,5,1,92.51
2,3,8,5,9,94,4,1,1,81.81
5,6,7,1,2,68,2,10,6,78.31
5,5,4,7,10,84,2,6,6,91.17
10,10,8,1,1,89,3,2,5,71.54
7,6,4,3,2,90,3,8,10,81.81
9,10,6,5,8,95,5,7,6,90.98
9,10,6,3,2,89,5,4,6,77
2,3,4,6,9,70,5,6,9,87.57
2,3,8,8,10,96,2,4,10,89.78
5,6,8,8,2,61,4,7,8,83.08
1,2,7,7,1,70,1,5,9,77.04
10,9,7,5,3,60,3,6,5,76.85
2,2,5,4,5,73,1,2,5,76.41
6,7,9,4,3,79,4,9,8,82.13
10,10,8,8,6,63,4,7,6,86.75
8,6,8,6,1,68,2,6,6,75.71
3,4,5,6,3,69,1,4,4,76.56
7,6,5,3,9,92,1,3,9,89.4
5,5,7,8,8,76,5,5,10,93.46
1,1,8,6,1,82,1,5,6,74.06
1,1,6,5,5,70,1,2,8,76.56
6,7,6,8,9,85,3,10,3,92.84
8,8,9,5,6,87,5,4,3,84.71
1,1,9,6,4,60,1,8,4,75.96
3,5,4,4,2,70,1,6,3,75.48
10,9,4,4,1,80,5,7,6,74.57
4,3,9,6,1,60,3,8,10,81.59
2,3,4,2,3,96,5,1,9,78.95
2,2,4,3,7,61,2,6,2,78.19
7,8,6,5,8,80,1,10,2,88.65
1,1,7,6,1,60,5,8,6,76.53
2,3,4,5,9,91,2,6,1,82.95
10,10,8,8,3,81,1,5,8,80.28
10,9,4,1,6,83,2,1,8,82.23
5,5,6,8,4,90,5,1,8,85.42
6,4,7,3,10,86,2,5,3,87.69
8,10,8,3,3,76,3,3,1,77.37
10,9,9,3,4,60,3,7,6,77.96
3,3,4,2,10,98,1,2,3,82.65
7,6,6,4,4,79,1,10,1,81.04
4,5,7,7,1,78,5,5,10,83.1
2,2,5,3,5,77,4,10,8,82.1
4,5,5,5,3,97,1,5,5,78.13
1,1,9,7,10,61,2,1,8,81.75
7,9,8,1,8,74,3,5,5,86.77
4,5,9,8,9,86,3,6,7,90.73
9,9,4,3,3,99,1,2,6,77.01
6,6,9,1,9,72,3,1,6,85.89
9,9,9,2,5,71,2,4,7,80.62
1,1,6,5,4,85,2,8,7,77.99
3,4,7,1,3,86,3,9,7,79.45
5,5,7,5,8,70,5,6,6,87.76
2,2,8,6,1,77,3,3,6,74.55
6,5,7,4,7,94,2,4,5,84.31
6,7,9,6,9,82,5,6,2,90.06
3,1,4,2,5,63,5,3,4,77.93
1,1,8,7,9,71,4,3,7,82.42
2,1,4,6,1,97,4,8,4,77
9,9,5,5,1,96,1,3,10,77.55
2,3,8,8,7,76,1,7,10,87.27
9,9,9,4,9,88,2,10,7,91.82
1,1,7,3,4,69,2,9,7,76.3
4,6,6,7,9,100,1,8,3,88.26
10,10,5,1,5,79,2,2,1,79.36
3,5,5,4,7,92,1,10,9,86.65
10,9,6,2,5,93,5,9,6,83.91
1,1,9,3,6,70,2,9,6,77.3
7,9,7,7,7,76,3,1,7,88.23
6,6,9,7,10,60,2,1,5,89.13
5,6,4,8,4,95,4,1,4,82.9
9,8,6,3,7,60,4,2,3,83.06
3,5,9,2,1,66,2,8,5,74.33
8,8,7,4,6,71,3,5,3,83
4,3,6,3,8,90,3,4,5,84.1
8,7,8,7,2,79,5,8,10,84.71
2,1,7,7,3,70,5,10,6,81.5
4,5,6,1,5,93,2,2,5,79.42
7,7,8,8,10,100,4,6,1,95.5
10,10,9,7,2,65,2,4,5,75.35
4,4,9,6,7,99,3,5,4,84.9
4,6,6,6,4,88,5,9,10,87.57
10,9,5,4,4,77,3,8,10,83.73
1,3,7,8,6,60,3,4,5,79.36
2,3,5,4,5,85,5,5,8,81.59
7,8,8,8,7,73,3,8,1,89.12
3,3,7,7,5,83,4,10,10,87.73
10,10,7,3,4,61,5,6,6,79.58
10,10,5,7,5,60,2,9,6,84.31
7,7,6,2,4,76,5,4,2,80.68
1,1,4,8,5,89,1,8,1,80.07
5,4,7,4,4,84,2,9,8,82.79
7,8,8,5,6,83,4,9,7,86.43
5,5,4,7,3,95,4,4,3,82.41
7,6,4,2,10,65,1,7,6,89.16
10,10,6,3,6,79,1,6,8,84.31
3,2,8,7,10,97,1,6,2,86.63
8,10,7,6,10,93,2,1,9,93.61
3,5,8,5,7,66,4,5,3,82.55
9,9,9,4,1,98,4,10,7,77.82
1,1,4,8,6,90,1,7,10,84.39
5,4,7,4,9,87,5,7,5,89.14
3,4,7,8,6,67,3,9,1,85.11
8,7,4,6,9,97,4,8,4,92.56
10,9,6,2,4,93,2,10,8,81.68
6,7,6,7,1,72,2,8,6,79.19
5,5,5,1,8,100,4,5,6,87
5,5,5,7,6,89,3,9,7,87.99
4,5,6,8,6,88,3,6,10,89.84
2,1,4,6,8,96,1,4,6,81.8
8,8,9,2,2,70,1,8,6,75.87
10,10,9,1,6,96,2,7,8,84.93
5,5,4,6,9,68,4,3,7,89.13
10,10,5,1,10,96,1,9,10,95.95
2,1,7,4,5,64,5,1,8,79.05
8,9,9,8,10,74,2,7,5,94.37
8,8,4,8,3,82,3,7,6,83.34
8,8,9,8,5,96,5,7,9,89.64
3,2,8,8,9,100,3,4,7,88.69
1,2,7,2,7,90,2,8,9,81.36
1,1,8,3,4,95,5,1,9,77.6
4,3,5,6,6,89,1,6,8,84.78
8,6,6,6,6,70,2,1,6,83.7
1,1,9,3,7,97,5,9,10,84.37
7,8,5,6,5,74,4,8,1,85.6
8,7,4,2,3,95,5,9,9,83.67
3,3,6,5,2,88,5,3,2,77.16
4,4,5,4,2,67,2,1,7,75.9
5,5,5,2,6,92,5,10,3,85.79
2,4,5,2,5,65,3,2,1,76.23
3,2,6,2,8,84,1,2,1,80.06
9,10,9,6,5,64,2,3,2,80.7
1,1,9,6,9,77,3,1,9,82.03
5,4,7,6,3,75,3,3,4,78.8
3,4,5,6,4,62,3,8,8,83.05
1,1,5,5,8,60,5,4,6,80.04
9,9,7,4,4,63,2,1,10,81.42
7,6,5,5,6,73,2,3,5,82.82
9,10,4,3,6,65,1,3,7,83.03
1,1,6,7,1,83,2,2,8,75.39
9,10,7,5,7,69,5,1,5,86.11
1,1,8,5,3,99,4,5,7,76.86
10,10,4,5,1,71,1,3,3,71.6
10,10,6,7,3,74,2,9,6,80.55
7,7,9,1,8,69,2,7,1,85.49
8,8,9,8,8,90,3,1,4,88.88
6,6,8,6,2,87,3,7,3,78.76
3,5,6,8,8,82,5,5,3,87.24
7,6,7,2,7,61,1,3,9,84.89
5,7,5,2,9,96,3,8,3,87.8
1,1,9,2,3,74,2,10,9,77.17
3,4,9,7,9,79,3,3,7,86.5
2,3,8,4,6,78,3,10,3,80.29
4,3,7,1,10,85,4,4,5,86.11
3,2,5,1,10,74,3,9,1,85.55
2,3,7,5,1,92,4,5,10,79.84
4,4,8,4,9,92,1,9,3,85.96
5,7,6,4,3,94,1,3,8,79.44
9,10,5,4,8,62,4,3,10,91.21
1,1,4,2,3,71,4,1,8,74.6
5,5,9,2,4,94,2,9,9,83.2
4,7,9,4,4,100,4,1,4,79
4,5,4,5,2,60,5,8,5,79.42
3,4,7,3,7,84,3,4,8,82.97
5,7,4,5,6,62,2,4,9,84.93
4,4,8,7,5,73,4,4,5,83.15
3,4,5,8,6,79,4,3,8,85.17
5,4,4,1,7,92,5,3,7,85.46
9,8,8,4,1,64,4,1,1,72.28
4,5,8,6,8,97,2,10,2,87.22
4,3,7,4,1,73,5,4,3,75.97
8,7,9,2,7,100,4,5,2,85.12
3,3,9,1,8,93,4,9,2,83.91
4,5,7,8,8,83,3,9,3,88.91
7,6,8,3,7,83,5,5,1,85.81
5,4,6,2,9,67,2,4,7,85.62
2,1,4,1,6,74,1,9,7,80.15
2,1,8,1,1,72,5,9,3,75.28
2,4,6,1,1,65,5,4,5,74.53
6,6,7,6,10,63,3,4,3,90.04
3,4,4,3,10,100,3,10,10,91.23
1,2,9,3,6,89,4,9,2,78.21
8,8,5,3,7,95,2,3,1,84.24
6,6,4,3,8,92,5,4,2,87.09
2,1,4,8,6,91,5,9,8,87.5
2,1,8,7,8,75,1,10,10,87.44
8,8,8,6,6,100,3,2,1,85.22
9,9,6,1,8,86,4,9,1,89
6,6,7,2,7,91,1,2,9,85.65
8,8,8,8,8,95,1,2,9,91.13
8,6,5,2,8,91,3,3,7,87.48
8,8,7,6,5,65,5,10,3,84.75
2,4,9,4,3,82,5,5,3,76.85
5,6,6,7,4,70,4,3,1,82.01
2,2,4,4,3,92,1,4,8,77.1
1,1,8,5,5,74,3,2,4,75.65
4,5,5,3,10,60,5,9,7,89
10,10,8,1,3,93,2,9,7,78.31
5,6,6,8,3,85,3,1,2,80.94
4,5,7,4,3,94,2,1,1,77.06
10,10,5,8,1,79,4,7,4,77.33
10,10,8,5,9,60,2,6,2,88.49
9,9,8,6,6,97,4,3,1,84.83
4,4,4,2,5,95,4,1,9,83
5,6,7,3,1,74,4,4,3,75.41
10,9,9,8,10,86,5,7,5,96.14
7,9,9,7,4,73,2,4,4,81.14
1,1,7,2,10,81,5,10,6,82.8
2,2,7,5,4,69,4,9,4,79.47
9,9,4,8,2,86,3,8,1,80.11
3,1,4,6,4,66,3,9,6,81.24
3,3,6,2,8,85,1,7,3,81.09
2,3,4,8,2,65,1,8,8,80.03
2,3,7,6,4,78,2,7,8,81.03
4,5,9,2,3,67,3,6,4,77.17
2,3,5,8,5,100,1,4,7,82.53
4,5,5,5,9,97,4,5,4,87.27
7,6,9,8,8,82,2,3,7,90.2
7,6,7,7,7,97,2,10,7,90.55
7,6,8,2,2,99,3,5,3,76.35
4,4,4,3,9,63,1,4,9,85.88
2,2,5,5,5,70,4,10,10,84.9
7,8,6,4,4,80,1,6,2,80.14
5,5,5,2,2,84,1,3,3,75.24
9,9,7,2,7,80,1,1,3,82.29
4,5,7,6,3,75,1,2,9,80.46
6,4,7,7,1,63,3,1,3,75.3
2,3,8,2,7,83,2,3,9,81.7
9,10,5,4,7,66,5,2,10,89.12
1,1,9,6,5,99,4,2,8,78.94
3,1,6,6,9,62,4,1,4,84.07
7,6,4,5,3,88,4,4,9,83.08
1,1,7,4,7,97,4,5,2,77.95
2,2,5,5,6,61,1,10,5,79.46
2,1,8,6,5,76,1,2,5,76.64
3,5,4,5,1,65,3,3,4,73.92
5,6,5,8,7,84,2,5,10,90.88
3,3,6,8,4,75,5,10,3,84.12
4,4,6,8,7,76,3,5,6,86.96
10,10,8,3,5,93,5,4,4,81.19
7,7,4,2,9,60,5,3,2,87.05
7,7,4,7,10,60,4,3,5,91.06
4,3,6,7,9,96,4,10,3,90.1
1,2,7,2,2,75,1,7,5,72.93
3,3,4,8,9,96,5,8,4,89.35
7,5,4,7,7,85,3,8,5,89.43
1,1,6,4,8,81,1,4,10,81.47
3,4,6,5,6,95,2,1,5,80.87
4,3,8,8,2,75,5,6,7,82.54
1,1,5,4,9,87,3,8,5,81.51
10,9,5,6,9,69,2,9,9,93.62
7,7,5,2,9,68,5,7,7,90.64
6,6,5,7,9,65,4,3,2,89.77
4,4,5,4,8,87,2,5,8,85.85
1,3,7,3,8,87,2,7,10,83.22
4,4,8,3,1,75,2,3,10,78.18
8,7,8,6,3,97,1,1,3,77.97
9,10,5,1,3,94,2,1,2,75.72
3,5,7,5,5,83,3,2,10,83.4
3,5,7,8,2,94,2,1,1,78.65
4,4,8,2,10,77,2,5,10,88.62
3,2,5,3,2,90,3,8,3,77.45
6,6,4,4,2,82,1,2,9,78.29
10,10,5,6,3,100,3,2,10,81.63
5,5,5,7,8,80,2,4,9,89.6
2,3,9,2,2,87,4,3,5,74.36
2,3,4,6,2,81,3,6,9,80.18
1,2,5,1,6,87,2,10,8,80.41
5,5,5,3,4,88,1,6,7,80.3
10,10,5,8,3,68,3,5,9,82.56
2,1,4,5,9,60,3,1,7,81.97
2,2,9,6,6,79,3,7,8,82.11
5,4,9,3,5,69,4,6,10,84.87
2,3,4,1,9,85,5,2,1,82.28
8,8,6,7,10,86,5,2,9,95.94
7,8,5,2,8,92,4,2,1,86.35
4,4,6,7,5,68,3,6,4,82.85
6,7,8,2,8,60,4,5,5,85.74
10,10,8,7,4,61,2,9,10,85.87
3,3,6,5,5,80,1,5,1,79.6
4,5,6,8,7,77,1,7,10,89.33
6,5,4,1,9,98,5,1,10,90.79
2,3,6,2,5,78,5,2,9,80.28
6,6,8,3,2,74,4,3,5,76.73
6,4,8,8,6,96,2,4,5,85.94
1,1,4,7,9,61,2,2,1,80.55
2,3,7,8,8,90,2,9,6,86.74
4,2,6,8,5,82,1,10,5,84.34
8,7,9,2,9,98,2,4,9,90.35
2,3,5,5,7,70,2,4,3,79.43
9,9,4,3,10,90,4,6,7,93.69
6,8,5,6,6,99,2,4,1,85.55
9,9,7,4,4,92,5,8,3,81.89
3,1,4,4,3,98,2,1,3,75.22
10,9,5,2,8,71,2,2,8,86.94
7,8,7,1,3,73,5,3,6,79.33
10,10,6,3,7,75,4,10,7,88.44
4,5,4,1,9,60,1,7,9,86.99
3,4,6,1,7,73,3,10,1,83.37
10,10,4,4,2,86,5,4,2,75.66
9,9,5,2,6,82,2,7,1,83.32
7,5,6,6,4,88,2,9,1,83.2
6,6,9,2,8,82,5,9,4,87.09
6,7,4,3,3,79,1,5,7,79.21
7,7,9,5,10,81,4,10,3,92.41
9,9,6,6,9,78,2,4,6,91.03
5,6,9,1,3,73,2,3,9,79.62
9,7,9,4,7,81,2,9,1,85.91
4,3,7,7,9,84,4,9,1,89.77
3,3,5,6,10,71,5,5,2,86.77
7,7,9,3,6,92,5,5,5,84.36
2,2,4,3,1,83,4,3,1,73.93
6,6,8,3,5,96,4,8,7,84.31
5,4,7,6,1,74,5,3,3,77.03
