"","tiempo_respuesta","satisfaccion_cliente","numero_quejas","capacitacion_empleado","experiencia_empleado","disponibilidad_servicio","tiempo_respuesta_2","satisfaccion_2","indice_servicio","eficiencia_operativa","clima","dia_semana","calidad_servicio"
"1039",10.09,6.56,2.87,6.32,9.34,10.06,9.88,5.93,8.83,0.92,26.99,5,115.54
"1040",10.88,5.76,5.16,5.8,9.74,10.42,10.43,4.89,7.81,-0.1,24.72,4,107.52
"1041",5.73,8.61,7.85,4.78,3.43,8.46,5.59,7.31,8.8,-1.34,20.64,2,100.77
"1042",10.29,6.44,7.86,4.58,6.47,10.3,10.49,5.84,8.04,-1.92,21.04,3,98.55
"1043",10.03,7.2,6.41,7.22,5.84,10.8,9.73,5.87,8.52,-1.62,31.99,7,112.78
"1044",6.98,7.17,5.66,5.72,7.81,10.11,7.19,5.81,9.69,0.23,22.21,7,116.98
"1045",9.51,7.13,2.8,5.98,4.38,8.54,8.9,5.92,8.12,-3.55,17.98,7,98.12
"1046",8.18,5.91,5.07,3.88,9.57,8.64,7.78,5.74,7.44,2.29,25.63,5,106.53
"1047",8.18,7.17,2.75,3.42,8.22,8.24,7.75,6.41,7.58,0.52,25.53,3,109.94
"1048",9.85,7.64,2.85,8.35,10.34,7.16,10.25,7.35,7.47,1.57,26.49,7,111.3
"1049",10.18,6.09,5.94,6.62,4.72,7.64,10.46,5.92,6.63,-2.27,17.51,7,92.24
"1050",10.48,9.73,4.92,6.28,11.64,9.19,10.66,9.64,9.78,2.29,20.17,7,125.38
"1051",12.69,6.77,6,4.21,11.41,7.41,13.56,6.05,6.04,0.69,29.64,6,94.35
"1052",8.95,6.63,5.14,6.58,6.28,8.69,9.16,5.96,9.12,-0.76,20.89,4,104.95
"1053",10.01,6.23,4.23,3.66,11.79,9.21,9.67,5.52,7.9,3.19,27.66,2,113.29
"1054",10.45,8.32,2.65,7.53,10.95,7.71,10.46,7.38,7.76,0.41,23.82,2,117.55
"1055",11.59,9.68,8.11,4.35,9.05,10.38,12.09,8.61,9.24,-0.34,22.82,7,110.09
"1056",7.72,6.35,7.5,5.68,9.17,9.55,7.58,5.37,7.66,2.18,24.76,2,109.83
"1057",10.09,6.21,4.55,8.44,8.75,8.71,10.15,5.7,8.19,0.61,25.6,4,109.13
"1058",10.31,6.49,5.79,4.62,8.05,10.36,10.64,5.57,8.21,-0.55,35.1,5,104.35
"1059",7.41,5.64,6.1,6.54,9.67,7.89,8.24,4.52,6.65,2.39,25.61,5,109.21
"1060",7.33,8.62,8.48,4.14,9.9,9.56,7.58,7.73,8.45,1.6,15.3,5,110.39
"1061",12.52,6.26,5.37,8.82,6.39,7.71,13.11,5.64,7.22,-2.64,21.1,7,97.25
"1062",11.53,5.52,5.28,5.65,7.5,7.92,11.57,5.15,7.51,-1,25.03,3,86.47
"1063",8.75,5.72,7.21,4.82,9.62,8.97,8.7,4.89,7.03,1.8,24.21,3,101.66
"1064",10.5,6.62,7.72,5.09,8.97,9.08,10.34,5.98,9.06,0.45,22.9,1,97.15
"1065",9.71,5.55,7.16,7.16,9.02,9.39,9.68,4.83,7.21,0.06,28.17,1,105.38
"1066",8.46,7.29,6.88,4.89,5.94,7.91,8.74,6.39,7.55,-0.79,31.19,1,92.74
"1067",11.66,6.21,6.41,6.21,6.27,7.13,12.08,5.86,6.1,-2.47,26.88,3,89.52
"1068",8.66,7.96,4.43,6.31,9.42,8.47,9.03,6.89,8.78,1.51,21.74,7,113.58
"1069",10.28,7.91,5.72,9.03,5.33,9.28,9.79,7.47,8.84,-2.24,29.67,6,101.07
"1070",11.17,7.19,4.38,5.15,9.14,7.88,10.8,6.53,6.99,-0.32,17.66,1,105.31
"1071",12.32,7.32,1.65,5.72,9.42,8.73,12.11,6.55,8,-1.02,27.16,1,104.97
"1072",8.67,7.22,6.78,5.43,11.51,8.72,8.5,6.24,8.22,3.16,25.15,7,107.02
"1073",12.68,6.7,4.13,5.24,7.89,9.85,12.65,6.08,8.39,-1.65,29.66,1,100.28
"1074",14.19,6.6,3.19,5.66,6.26,8.78,13.74,5.53,7.24,-4,26.05,2,87.61
"1075",10.25,7.31,6.25,3.11,6.55,8.82,10.06,6.95,7.48,-2.11,27.1,7,89.21
"1076",8.3,6.36,4.45,4.39,9.67,8.39,8.1,6.47,8.03,1.27,26.98,2,104.41
"1077",8.45,6.62,-0.09,6.49,7.78,7.44,8.39,5.77,6.94,-0.02,36.26,1,114.77
"1078",8.89,6.58,3.92,3.34,10.9,9.89,9.05,5.95,8.07,2.27,14.47,3,109.67
"1079",11.04,6.78,0.68,3.73,9.05,10.14,10.73,6.13,7.94,-0.5,26.13,4,109.32
"1080",12.75,5.74,5.88,7.78,8.04,9.94,12.49,5.42,7.63,-1.55,23.93,5,98.06
"1081",10.05,7.21,2.51,5.81,12.12,8.38,10.59,6.96,7.01,2.53,21.7,4,122.68
"1082",8.29,7.68,6.19,8,10.3,8.37,8.25,7.34,8.26,2.36,22.38,7,116.36
"1083",8.97,7.91,4.58,4.63,9.23,9.71,8.46,6.78,9.05,1.68,29.34,6,109.31
"1084",12.3,5.25,7.54,4.96,9.78,8.39,11.91,5.04,6.88,-0.02,30.76,1,82.62
"1085",7.09,6.08,2.36,6.42,8.41,10.05,6.96,5.41,8.86,1.61,27.14,1,112.53
"1086",9.94,8.33,4.41,6.15,7.37,9.93,9.58,7.85,8.71,-0.54,23.31,4,111.39
"1087",8.79,8.95,2.8,8.59,13.5,10.49,9.06,8.1,9.58,3.6,26.19,7,142.17
"1088",11.73,6.35,8.42,6.47,6.97,8.8,11.6,5.61,7.65,-1.44,20.17,4,88.79
"1089",10.68,7.04,0.97,4.7,4.77,8.11,10.99,6.31,8.14,-2.5,21.4,4,92.81
"1090",9.42,6.22,6.91,4.59,7.36,9.5,9.11,5.63,7.96,0.19,27.3,4,100.44
"1091",6.4,4.83,6.32,7.01,9.66,6.93,6.25,4.19,5.33,1.94,27.43,2,107.74
"1092",10.48,7.57,4.08,5.41,4.08,9.09,10.36,6.51,9.08,-2.74,32.68,3,104.72
"1093",7.66,6.1,4.54,10.11,9.18,10.33,7.16,4.94,7.54,0.74,21.74,4,123.08
"1094",8.95,7.46,7.02,5.23,7.71,9.18,8.71,7.47,8.78,0.11,32.73,4,101.71
"1095",13.07,8.36,5.8,6.91,10.17,10.8,12.9,7,10.13,-0.64,26.72,1,116.31
"1096",13.51,6.47,5.34,6.49,6.71,10.93,13.07,5.88,9.3,-3.02,18.29,6,103.53
"1097",12.16,8.37,4.93,5.68,9.63,8.15,12.62,7.34,8.65,-0.7,26.26,7,108.83
"1098",10.35,6.5,0.94,6.18,5.35,9.85,10.47,6.04,7.96,-0.65,23.35,5,101.75
"1099",8.8,8.69,4.49,4.86,6.69,8.48,8.78,7.54,8.74,-0.19,17.19,5,105.49
"1100",10.97,7.83,3.59,6.24,5.17,9.38,10.4,7.27,7.86,-2.11,30.75,2,102.76
"1101",11.67,7.13,4.83,7.22,7.65,9.18,11.28,6.21,8.5,-0.88,26.86,7,102.87
"1102",11.75,7.48,5.47,7.15,8.25,9.6,12.02,6.61,7.84,-0.59,24.87,3,103.85
"1103",7.48,6.95,4.25,5.5,10.01,7.76,8.86,6.72,6.94,2.23,32.7,6,106.96
"1104",7.71,7.16,5.52,8.66,8.52,9.56,7.07,6.5,8.69,1.53,23.2,3,123.44
"1105",8.24,6.88,6.28,5.38,10.81,8.33,7.61,7.21,6.9,2.01,24.55,4,108.33
"1106",10.8,6.28,8.89,8.64,7.01,8.86,10.82,5.7,7.65,-0.51,17.4,5,97.39
"1107",7.22,8.57,7.41,7.24,6.88,7.8,7.27,7.65,7.29,0.5,30.73,2,100.22
"1108",11.62,5.89,7.5,8.4,8.62,9.16,11.41,5.22,7.44,-0.72,28.56,4,102.97
"1109",7.01,7.82,6.8,7.05,8.57,8.97,6.97,7.56,8.53,2.17,27.75,2,118.13
"1110",10.83,8.98,5.33,4.52,9.15,9.13,11.58,7.67,8.74,0.55,27.04,5,103.12
"1111",9.8,5.45,3.63,5.35,6.85,8.38,9.64,4.87,7.9,-0.65,32.11,7,100.07
"1112",10.18,5.94,4.84,6.42,10.92,9.5,10.66,6.37,7.87,1.09,18.88,6,110.95
"1113",13.83,5.83,8.83,6.8,10.46,8.75,13.93,5.15,7.63,-0.66,17.25,2,83.43
"1114",9.81,7.02,5.13,5.05,11.57,8.48,9.67,6.33,8.13,0.64,16.01,4,109.22
"1115",10,6.47,4.35,5.9,11.94,8.57,10.16,5.74,7.59,1.96,22.27,7,115.62
"1116",9.32,7.86,5.12,4.21,6.38,7.55,9.21,7.5,7.23,-0.62,23.95,3,103.1
"1117",11.52,8.19,3.47,5.92,7.24,9.29,11.52,7.31,8.45,-0.68,25.73,4,105.01
"1118",12.8,8.68,5.8,8.4,5.74,9.49,12.09,7.91,8.9,-1.93,20.21,1,107.73
"1119",7.98,6.56,4.85,5.79,4.85,8.51,7.85,5.68,7.4,-0.57,26.39,4,92.48
"1120",10.53,6.91,4.12,6.65,10.09,9.21,9.81,5.86,6.86,1.04,26.51,3,116.56
"1121",6.73,6.98,0.35,6.41,10.62,11.4,7.16,6.43,8.74,3.61,27.06,6,133.92
"1122",13.14,5.84,5.56,4.26,7.01,7.42,12.73,5.43,6.69,-1.49,31.33,3,79.87
"1123",10.94,5.65,6.39,6.2,8.74,8.11,11.66,5.28,6.63,-0.4,21.92,5,93.64
"1124",13.04,5.78,3.84,5.2,8.94,11.37,13.62,5.02,9.59,-1.93,28.48,6,103.16
"1125",9.05,6.81,5.91,5.8,4.93,9.73,9.38,5.82,8.34,-1.62,18.88,3,96.56
"1126",10.58,6.65,5.98,5.25,7.64,8.09,10.48,5.86,7.54,-0.64,26.99,2,99.03
"1127",12.43,7.1,4.68,8.72,8.34,5.78,12.36,6.21,6.96,-0.52,24.28,7,95.15
"1128",11.12,6.74,5.09,8.23,8.48,8.47,10.92,6.19,7.94,-0.97,32.49,2,112.68
"1129",11.78,5.81,3.58,6.39,8.48,9.73,11.78,4.94,7.57,-1.06,29.8,1,98.82
"1130",12.55,5.07,5.2,7,7.74,9.95,12.73,4.44,7.76,-1.3,20.43,1,96.6
"1131",9.4,5.87,2.7,4.72,9.17,9.37,9.28,5.66,8.05,1.73,8.41,1,108.26
"1132",10.27,7.67,7.18,5.81,7.8,9.06,10.42,7.06,8.33,-0.74,24.53,2,105.44
"1133",10.16,5.54,5.94,6.12,7.01,9.53,10.3,4.79,7.68,-0.76,25.55,2,96.88
"1134",9.13,7.3,3.72,6.63,7.62,10.8,9.43,6.9,9.47,0.08,26.12,5,118.36
"1135",5.91,6.43,5.34,3.51,1.36,8.21,6.17,5.9,7.21,-2,26.23,3,84.32
"1136",8.88,6.56,6.35,7.19,10.88,8.62,8.59,5.89,6.9,1.71,22.31,5,110.77
"1137",13.01,7.6,4.82,3.35,7.58,9.93,13.53,6.79,8.25,-2.5,22.69,6,94.82
"1138",14.61,6.51,5.16,6.61,7.33,8.61,14.76,6.2,7.14,-2.7,23.8,2,83.49
"1139",8,7.64,1.76,5.77,7.8,9.54,8.21,7.07,8.36,-0.01,21.13,6,116.86
"1140",8.73,8.36,3.23,4.51,9.54,8.67,8.08,7.75,7.69,1.35,19.34,6,113.28
"1141",5.84,8.17,5.57,5.35,3.92,11.77,5.75,7.2,9.66,-0.89,31.68,7,110.91
"1142",10.54,6.03,5.85,5.27,7.94,9.02,10.75,5.59,7.47,-0.35,10.4,6,102.13
"1143",8.98,7.19,3.16,7.8,5.48,10.9,9.6,5.98,9.09,-1.04,24.82,6,110.7
"1144",7.56,7.23,5.08,7.62,8.17,9.28,6.99,6.46,8.33,0.7,20.6,3,123.33
"1145",9.4,5.77,2.25,8.42,5.19,9.02,9.83,5.53,6.7,-1.41,18.61,3,110.03
"1146",8.05,6.61,6.24,5.43,7.51,10.76,7.4,6.45,9.21,0.74,31.83,1,113.92
"1147",11.91,7.97,2.28,6.5,6.34,9.12,11.86,7.34,8.35,-2.59,30.73,5,105.97
"1148",10.85,7.78,7.52,4.48,8.7,10.16,10.84,6.45,9.15,1.04,26.6,6,101.77
"1149",10.21,7.22,7.51,8.67,6.69,10.09,9.91,6.29,8.54,-0.63,30.12,2,111
"1150",11.83,7.3,7.16,5.37,7.25,7.92,12.21,5.85,6.82,-1.34,25.17,6,89.44
"1151",11.02,6.42,0.55,8.13,5.52,8.16,11.24,5.86,6.62,-1.74,27.7,5,100.78
"1152",5.29,7.53,3.56,5.25,7.41,9.8,5.11,7.38,8.7,1.35,22.08,5,122.7
"1153",10.56,7.37,9.08,6.04,9.62,8.38,11.06,6.81,8.42,1.1,28.56,5,100.85
"1154",11.01,7.16,4.22,6.56,6.61,10.31,11.16,5.97,8.41,-1.16,26.39,4,105.15
"1155",10.65,8.23,-0.07,5.99,7.36,8.52,10.44,7.56,8.65,-1.08,20.52,4,106.8
"1156",8.8,6.48,3.68,5.99,6.55,9.09,8.35,5.49,8.44,-0.35,31.2,3,104.9
"1157",10.26,6.11,3.82,5.85,10.18,8.71,10.06,5.81,8.49,0.54,23.14,3,106.98
"1158",9.68,7.07,5.15,5.6,8.36,6.8,9.16,6.05,7.55,0.67,31.43,5,96.05
"1159",7.66,6.4,6.24,3.7,6.15,10.26,7.33,6.09,7.95,0.92,25.29,6,96.11
"1160",13.93,5.83,0.91,4.91,7.96,9.57,14.4,5.3,7.4,-2.98,28.49,1,96.57
"1161",6.87,5.32,6.11,7.07,5.69,7.8,6.64,4.69,6.08,-0.78,31.56,1,98.71
"1162",8.65,6.84,5.56,4.29,9.38,9.04,8.99,5.91,8.02,2.01,27.36,7,105.65
"1163",12.37,8.3,4.7,8.06,10.95,8.05,12.12,7.63,8.23,0.74,29.74,4,112.46
"1164",6.74,7.56,4.47,5.75,5.91,9.28,6.95,6.9,7.9,0.12,22.58,7,109.27
"1165",11.36,7.66,7.36,4.08,6.56,8.83,10.53,7.1,8.51,-2.24,27.93,2,94.65
"1166",9.36,7.58,7.04,5.81,5.21,8.66,8.94,6.8,7.95,-1.33,20.28,6,101.67
"1167",9.29,5.75,4.16,4.21,7,8.65,8.91,4.85,6.83,-0.46,24.51,4,95.64
"1168",6.14,5.69,5.96,8.17,9.13,9.15,6.22,5.06,7.69,1.26,28.85,5,107.8
"1169",8.59,7.53,4.57,6.99,6.82,7.64,8.82,6.92,7.71,-0.68,23.12,4,109.16
"1170",10.83,6.65,6.6,6.17,4.3,11.07,10.71,5.88,9.1,-3.43,24.99,1,93.35
"1171",9.19,5.84,6.51,8.53,6.33,8.8,9.22,5.15,6.64,-0.49,29.4,2,100.15
"1172",12.42,6.07,3.95,4.91,4.01,10.2,12.2,5.53,7.25,-3.66,24.27,7,86.2
"1173",10.13,6.42,7.03,6.59,8.16,8.64,10.07,6.3,7.77,0.07,31.49,1,98.23
"1174",9.98,8.62,5.93,5.69,5.91,8.48,9.99,7.58,8.94,-1.98,25.4,2,102.62
"1175",9.83,5.75,5.3,5.88,4.36,9.2,9.93,5.12,7.15,-2.32,28.37,5,87.5
"1176",10.83,7.34,5.28,6.08,9.24,8.21,10.46,6.22,7.62,-0.21,16,7,97.25
"1177",12.57,6.79,3.42,6.67,6.82,10.33,11.81,6.1,8.84,-1.98,22.69,5,102.64
"1178",11.71,8.81,4.1,6.06,8.39,10.68,12.03,7.65,9.54,-0.31,27.72,6,111.61
"1179",11.62,5.68,3.91,7.75,8.67,9.45,11.81,5.29,7.86,0.41,32.27,3,112.34
"1180",13.08,5.85,8.46,6.05,9.6,7.76,13.08,5.31,7,-0.41,25.34,4,90.24
"1181",9.15,6.27,5.96,4.92,9.64,8.64,9.03,5.53,8.03,0.94,33.43,6,108.35
"1182",9.9,5.14,5.72,7.41,7.02,9.61,10.2,4.67,7.88,-0.52,29.32,2,103.87
"1183",13.73,6.57,4.95,4.66,3.72,10.25,14.41,5.51,8.19,-4.24,31.11,4,80.06
"1184",9.02,5.78,2.44,8.08,6.46,8.25,8.84,5.34,6.68,-0.87,29.69,4,103.3
"1185",11.46,6.23,6.27,5.98,6.12,8.79,11.37,5.78,7.63,-1.73,26.32,4,95.87
"1186",10.61,8.36,2.67,4.73,5.6,10.29,10.06,7.9,8.46,-2.81,17.64,6,107.35
"1187",14.08,7.06,3.05,7.89,6.71,10.98,13.86,6.54,8.43,-2.3,17.64,3,102.39
"1188",13.2,8.09,4.27,5.39,7.84,8.54,14.12,7.65,8.13,-1.41,26.97,7,92.1
"1189",10.48,6.95,2.62,6.67,7.38,9.09,11.1,5.82,9.25,-0.95,26.35,5,103.04
"1190",11.2,6.18,3.08,8.48,5.13,10.48,11.17,6.03,7.96,-3.38,20.24,6,101.75
"1191",4.02,7.15,7.24,3.02,8.58,8.94,3.85,5.99,7.7,2.89,26,5,108.72
"1192",9.87,6.72,3.41,7.06,7.57,10.44,9.66,6.14,8.58,-0.54,17.42,1,113.64
"1193",11.37,7.66,3.73,5.88,9.74,9.6,11.16,7.15,8.3,-0.37,27.64,2,114.76
"1194",14.92,6.17,1.42,3.71,6.19,8.26,14.91,5.87,7.9,-3.68,24.83,1,81.28
"1195",10.26,7.31,5.15,5.74,7.92,9.5,10.67,6.46,7.88,-0.14,17.21,7,102.5
"1196",11.25,6.06,6.06,2.41,7.56,9.58,11.38,5.11,8.39,-0.73,23.89,4,92.59
"1197",10.17,7.53,5.28,5.6,6.43,10.68,9.94,6.81,9.2,-1.6,20.44,2,104.88
"1198",7.49,6.66,5.08,7.01,5.21,9.43,7.15,5.29,7.51,-0.16,23.52,4,107.47
"1199",10.18,8.11,5.7,3.36,8.51,11.09,9.91,7.22,10.94,-0.3,23.16,1,105.33
"1200",11.26,6.92,5.36,5.42,7.77,9.1,11.16,6.62,7.51,-1.02,28.57,6,97.73
"1201",10.58,7.48,2.6,2.82,8.72,9.25,10.82,6.48,7.7,0.64,19.69,5,104.64
"1202",11.47,8.25,1.07,5.51,8.31,10.35,11.27,6.95,8.36,-0.59,23.23,7,119.24
"1203",9.99,7.67,4.65,5.46,7.19,8.12,10.17,6.9,7.46,0.21,30.03,7,93.55
"1204",9.11,7.15,8.58,4.67,12.77,8.45,9.4,6.75,7.66,2.38,24.36,1,109.66
"1205",12.03,5.81,6.54,5.02,8.23,9.57,12.03,5.35,8.68,-1.29,23.32,7,96.18
"1206",7.42,7.43,4.51,6.43,8.78,9.45,6.64,6.65,7.71,1.58,16.33,5,117.77
"1207",11.51,5.6,1.56,6.28,7.41,10.47,11.23,5.24,7.82,-1.68,18.54,4,104.61
"1208",10.27,7.95,2.7,5.18,8.72,9.27,9.83,7.17,8.26,-0.67,22.22,6,111.61
"1209",4.78,6.38,4.27,7.23,8,9.25,5.46,5.79,8.81,3.32,27.98,6,118.1
"1210",8.99,7.26,6.28,6.59,5.25,8.92,8.74,6.3,8.49,-1.69,26.71,6,97.67
"1211",12.59,6.06,4.68,4.32,7.99,9.29,12.19,5.31,7.77,-3.1,25.28,3,92.92
"1212",5.85,7.13,4.59,5.41,8.56,9.18,5.49,6.32,8.11,2.05,34.09,1,117.09
"1213",12.91,7.05,4.32,5.14,7.62,9.71,13.06,6.23,8.26,-1.57,33.48,6,94.63
"1214",12.88,6.9,3.04,7.01,8.88,7.7,13.07,5.47,7.17,-1.17,23.88,5,96.14
"1215",12.37,6.54,4.78,6.6,5.72,8.89,11.84,5.8,7.89,-2.82,30.23,2,94.93
"1216",9.86,5.55,5.09,5.07,8.25,9.94,9.87,5.21,7.67,-0.52,24.07,5,99.01
"1217",8.88,9.62,4.97,3.96,7.89,9.37,8.54,8.55,9.3,0.62,28.51,1,109.13
"1218",6.89,5.87,4.01,6.4,5.17,9.56,7.05,5.35,7.34,0.14,22.14,6,96.77
"1219",9.84,7.63,3.04,4.89,7.46,10.79,9.94,7.86,10.67,-0.77,29.07,6,109.53
"1220",9.55,6.11,6.06,5.85,10.72,10.11,9.68,5.43,7.41,2.23,18.54,3,116.73
"1221",13.82,5.71,5.65,6.03,9.36,7.86,13.6,5.44,6.69,-1.3,32.16,7,84.76
"1222",10.52,8.47,1.12,7.22,7.97,11.99,11.03,7.94,10.82,0.04,19.08,3,130.24
"1223",8.94,6.51,6.71,6.86,9.12,8.24,8.51,5.52,7.08,0.59,27.17,1,102.98
"1224",12,6.85,2.23,7.3,6.73,9.89,12.03,5.82,7.88,-2.74,12.46,5,103.61
"1225",11.66,8.92,1.16,5.64,6.32,8.23,11.69,8.11,8.95,-2.05,31.27,6,102.9
"1226",9.02,7.73,0.84,7.06,5.22,8.83,8.24,6.59,8.4,-0.51,17.59,4,107.21
"1227",10.94,7.33,9.19,4.87,6.81,9.64,11.09,7.14,8.57,-2.01,17.76,4,91.11
"1228",8.76,6.5,3.4,3.83,6.33,9.16,8.72,5.85,7.15,-0.55,21.88,5,101.27
"1229",8.64,6.75,7.18,6.91,8.86,7.54,8.41,5.93,7.22,0.83,27.28,4,104.6
"1230",8.22,6.75,4.72,6.62,8.74,8.36,8.34,6.78,7.42,1.81,23.89,4,105.57
"1231",9.2,6.61,5.93,4.89,9.59,8.95,9.25,5.75,8.17,0.68,22.91,4,103.17
"1232",8.01,8.44,6.01,5.43,7.01,10.92,7.15,7.47,9.43,0,26.81,7,114.91
"1233",11.67,6.99,1.62,8.81,13.35,7.88,12.36,6.05,7.28,2.06,28,7,121.23
"1234",11.31,6.23,1.55,6.75,9.26,7.79,11.14,5.55,6.72,-0.52,27,7,101.77
"1235",9.77,7.93,7,8.71,7.57,9.41,10.29,6.75,8.2,-0.26,26.3,5,107.44
"1236",13.26,7.12,4.08,3.15,6.77,8.39,13.5,6.54,7.19,-2.83,25.02,6,90.26
"1237",11.01,5.15,1.79,6.42,8.23,8.27,11.81,4.52,6.82,-0.15,32.12,1,101.51
"1238",11.39,6.08,6.19,6.49,9.38,8.99,11.28,5.25,7.66,0.55,25.58,4,101.05
"1239",9.21,6.43,3.63,4.68,5.44,8.91,9.06,5.75,7.59,-1.25,27.59,4,95.7
"1240",12.84,7.42,9.23,5.5,11.35,8.13,13.28,6.94,7.53,0.58,18.91,1,91.68
"1241",10.24,6.21,8.34,3.57,9.8,7.85,10.89,5.68,6.59,0.49,16.78,7,96.55
"1242",9.06,6.97,5.3,7.44,6.73,8.55,9.03,6.31,7.56,-0.33,34.38,3,103.86
"1243",11.78,5.96,3.79,8.12,6.57,9.73,11.74,5.57,8.97,-2.38,29.01,6,104.17
"1244",8.39,8.15,6.84,6.72,9.32,8.63,8.71,7.19,8.07,0.22,18.88,6,109.09
"1245",7.85,6.89,5.78,7.62,9.07,9.1,8.47,6.43,8.55,3.37,26.09,2,112.25
"1246",12.65,6.9,4.64,5.78,8.81,8.98,12.34,5.84,8.77,-0.71,36.06,6,93.38
"1247",12,5.96,7.88,4.29,5.66,8.61,12.72,5.15,7.31,-1.89,22.86,7,78.45
"1248",12.09,6.67,3.19,5.51,7.79,6.59,11.97,5.64,7.48,-2.05,24.61,7,98.57
"1249",11.35,7.83,5.1,3.36,8.09,7.35,11.41,6.82,7.97,-0.9,34.76,5,91.74
"1250",10.41,6.18,1.24,8.08,9.6,10.43,9.87,5.27,8.71,0.27,24.11,7,119.11
"1251",8.1,6.52,3.73,9.08,7.97,6.65,8.37,5.95,6.8,1.08,25.09,2,108.47
"1252",8.93,6.72,5.76,6.12,9.38,9.58,9.15,6.43,8.33,0.8,32.83,5,110.22
"1253",9.51,4.91,6.81,7.02,8.57,9.82,9.34,4.62,8.06,-0.01,21.38,6,97.97
"1254",11.92,7.03,4.69,6.34,7.98,8.57,11.49,6.11,7.81,-1.72,37.91,6,98.16
"1255",9.63,4.82,4.3,7.14,7.66,9.13,9.84,4.73,6.72,-0.65,27.36,7,106.77
"1256",11.36,8.64,3.81,5.32,12.37,8.98,11.69,7.71,8.82,2.1,25.65,4,120.43
"1257",11.2,6.92,5.55,5.01,10.16,10.27,10.96,6.2,9.66,1.44,23.47,6,108.87
"1258",9.3,6.51,5.66,6.38,6.02,7.42,9.59,5.59,6.83,-1.16,17.36,7,90.98
"1259",7.34,6.77,5.88,4.86,5.73,8.4,7.45,6,8.46,-1.27,19.34,6,90.77
"1260",9.66,7.66,3.43,4,4.48,9,9.63,6.67,7.53,-2.02,20.33,6,94.2
"1261",9.28,6.81,4.34,6.65,7.45,10.06,9.15,6.29,8.75,-1.03,22.31,2,106.17
"1262",6.81,7.2,8.49,4.9,5.55,8.88,6.71,6.59,8.32,-0.36,30.12,6,89.53
"1263",9.29,7.5,3.29,8.14,8.66,8.93,9.81,6.86,8.36,-0.21,26.57,5,109.81
"1264",12.56,6.39,4.06,4.56,6.36,8.91,13.16,5.88,6.24,-2.04,28.99,2,85.79
"1265",8.56,6.39,7.56,5.93,6.28,9.26,8.25,5.94,7.27,-0.69,18.74,1,96.46
"1266",8.66,7.52,2.8,6.83,4.9,7.22,8.15,6.79,6.89,-1.06,33.58,2,95.32
"1267",13.49,7.2,5.89,5.63,9.38,8.39,13.08,5.97,7.95,-1.96,30.58,2,98.29
"1268",10.17,7.29,7.24,4.6,6.11,8.1,10.42,6.98,7.39,-0.63,27.15,2,93.66
"1269",6.71,8.82,3.34,4.92,10.14,8.6,7.46,7.62,8.68,2.72,32.89,6,121.26
"1270",7.54,7.41,5.96,3.38,8.76,8.59,7.38,6.4,7.83,1.72,27.66,6,106.09
"1271",14.27,5.27,5.46,7.93,9.95,9.3,14.79,4.57,6.75,-1.41,41.35,5,99.74
"1272",12.29,8.42,3.12,7.34,9.6,9.13,11.27,8.18,8.09,-0.12,19.06,3,110.21
"1273",9.65,4.71,2.91,5.93,7.19,9.83,9.54,4.32,7.24,-0.1,31.43,3,98.91
"1274",6.08,7.15,3.04,6.89,7.43,10.09,6.44,6.44,8.46,1.68,29.16,5,123.42
"1275",6.22,7.33,7.64,6.08,8.56,7.46,6.16,6.47,7.08,1.47,29.64,7,102.35
"1276",7.29,6.75,1.16,4.37,8.94,7.73,7.57,6.47,7.98,1.62,27.21,3,106.19
"1277",7.17,5.95,5.93,5.47,9.3,9.66,6.9,5.68,6.81,2.23,18.88,2,111.21
"1278",9.35,6.89,5.25,7.1,9.63,8.89,9.43,5.76,7.43,0.08,36.01,2,114.8
"1279",12.39,6.96,4.08,5.4,7.53,10.45,12.47,5.88,8.89,-1.21,24.97,5,103.26
"1280",9.06,6.71,5.21,4.77,8.51,9.28,9.67,6.28,8.29,0.84,19.24,6,103.46
"1281",8.41,6.6,5.24,6.31,9.84,7.79,8.65,6.27,7.47,1.38,26.1,5,106.05
"1282",7.61,6.87,5.77,5.79,9.37,9.07,7.58,6.47,8.13,1.12,30.75,1,108.96
"1283",7.54,5.44,6.12,6.08,7.48,9.17,7.19,4.42,7.68,0.14,29.51,3,106.34
"1284",9.15,8.38,7.68,6.87,7.1,7.4,9.77,7.43,8.12,-0.53,22.13,2,99.59
"1285",7.46,7.78,4.68,7.92,8.39,8.67,7.31,7.09,8.87,1.93,26.33,5,119.35
"1286",13.45,6.51,7.3,3.82,11.56,7.65,13.04,5.02,7.32,0.37,32.57,5,94.14
"1287",9.43,6.43,8.5,6.9,6.73,8.78,9.48,5.23,8.97,-0.53,25.43,6,100.54
"1288",11.95,6.93,6.75,5.18,5.56,7.84,12.67,6.03,6.8,-3.2,13.68,3,78.64
"1289",8.69,7.18,2.31,6.41,8.56,9.61,8.38,6.47,9.12,1.66,18.08,3,117.88
"1290",10.15,7.11,6.61,6.35,4.7,7.71,10.37,6.2,8.07,-2.7,25.89,3,89.54
"1291",8,5.91,2.55,5.63,7.46,8.74,7.36,5.3,7.52,0.62,33.44,5,101.82
"1292",8.39,7.77,2.48,7.42,9.45,10.05,7.27,6.9,8.53,2.12,26.17,7,126.4
"1293",9.09,7.61,2.45,4.81,8.86,8.91,9.31,6.97,7.31,0.37,22.9,2,112.66
