fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,indice_alcohol_acidez,balance_azucar_acidez,indice_mineralidad,potencial_alcoholico,relacion_SO2,alcohol_2,density_2,sugar_2,acidez_2,alcohol_sulphates,density_sugar,acidez_pH,alcohol_acidez_volatil,quality
6.5,0.24,0.32,7.6,0.038,48.0,203.0,0.9958,3.45,0.54,9.7,1.4923,30.4,0.578,9.6593,0.2353,94.09,0.9916,57.76,42.25,5.238,7.5681,22.425,2.328,7
6.5,0.425,0.4,13.1,0.038,59.0,241.0,0.9979,3.23,0.57,9.0,1.3846,30.1149,0.608,8.9811,0.2438,81.0,0.9958,171.61,42.25,5.13,13.0725,20.995,3.825,5
6.6,0.24,0.27,15.8,0.035,46.0,188.0,0.9982,3.24,0.51,9.2,1.3939,63.2,0.545,9.1834,0.2434,84.64,0.9964,249.64,43.56,4.692,15.7716,21.384,2.208,5
6.8,0.27,0.22,8.1,0.034,55.0,203.0,0.9961,3.19,0.52,8.9,1.3088,28.9286,0.554,8.8653,0.2696,79.21,0.9922,65.61,46.24,4.628,8.0684,21.692,2.403,5
6.7,0.27,0.31,15.7,0.036,44.0,179.0,0.9979,3.26,0.56,9.6,1.4328,56.0714,0.596,9.5798,0.2444,92.16,0.9958,246.49,44.89,5.376,15.667,21.842,2.592,5
8.2,0.23,0.4,1.2,0.027,36.0,121.0,0.992,3.12,0.38,10.7,1.3049,5.0,0.407,10.6144,0.2951,114.49,0.9841,1.44,67.24,4.066,1.1904,25.584,2.461,6
7.1,0.37,0.67,10.5,0.045,49.0,155.0,0.9975,3.16,0.44,8.7,1.2254,27.6316,0.485,8.6782,0.3141,75.69,0.995,110.25,50.41,3.828,10.4738,22.436,3.219,5
6.8,0.19,0.36,1.9,0.035,30.0,96.0,0.9917,3.15,0.54,10.8,1.5882,9.5,0.575,10.7104,0.3093,116.64,0.9835,3.61,46.24,5.832,1.8842,21.42,2.052,7
8.1,0.28,0.39,1.9,0.029,18.0,79.0,0.9923,3.23,0.52,11.8,1.4568,6.5517,0.549,11.7091,0.225,139.24,0.9847,3.61,65.61,6.136,1.8854,26.163,3.304,6
6.3,0.31,0.34,2.2,0.045,20.0,77.0,0.9927,3.3,0.43,10.2,1.619,6.875,0.475,10.1255,0.2564,104.04,0.9855,4.84,39.69,4.386,2.1839,20.79,3.162,5
7.1,0.37,0.67,10.5,0.045,49.0,155.0,0.9975,3.16,0.44,8.7,1.2254,27.6316,0.485,8.6782,0.3141,75.69,0.995,110.25,50.41,3.828,10.4738,22.436,3.219,5
7.9,0.21,0.4,1.2,0.039,38.0,107.0,0.992,3.21,0.54,10.8,1.3671,5.4545,0.579,10.7136,0.3519,116.64,0.9841,1.44,62.41,5.832,1.1904,25.359,2.268,6
8.5,0.21,0.41,4.3,0.036,24.0,99.0,0.9947,3.18,0.53,9.7,1.1412,19.5455,0.566,9.6486,0.24,94.09,0.9894,18.49,72.25,5.141,4.2772,27.03,2.037,6
8.1,0.2,0.4,2.0,0.037,19.0,87.0,0.9921,3.12,0.54,11.2,1.3827,9.5238,0.577,11.1115,0.2159,125.44,0.9843,4.0,65.61,6.048,1.9842,25.272,2.24,6
6.3,0.255,0.37,1.1,0.04,37.0,114.0,0.9905,3.0,0.39,10.9,1.7302,4.1509,0.43,10.7964,0.3217,118.81,0.9811,1.21,39.69,4.251,1.0896,18.9,2.7795,6
5.6,0.16,0.27,1.4,0.044,53.0,168.0,0.9918,3.28,0.37,10.1,1.8036,8.2353,0.414,10.0172,0.3136,102.01,0.9837,1.96,31.36,3.737,1.3885,18.368,1.616,6
6.4,0.595,0.14,5.2,0.058,15.0,97.0,0.9951,3.38,0.36,9.0,1.4062,8.595,0.418,8.9559,0.1531,81.0,0.9902,27.04,40.96,3.24,5.1745,21.632,5.355,4
6.3,0.34,0.33,4.6,0.034,19.0,80.0,0.9917,3.38,0.58,12.0,1.9048,13.1429,0.614,11.9004,0.2346,144.0,0.9835,21.16,39.69,6.96,4.5618,21.294,4.08,7
6.9,0.25,0.3,4.1,0.054,23.0,116.0,0.994,2.99,0.38,9.4,1.3623,15.7692,0.434,9.3436,0.1966,88.36,0.988,16.81,47.61,3.572,4.0754,20.631,2.35,6
7.9,0.22,0.38,8.0,0.043,46.0,152.0,0.9934,3.12,0.32,11.5,1.4557,34.7826,0.363,11.4241,0.3007,132.25,0.9868,64.0,62.41,3.68,7.9472,24.648,2.53,7
7.6,0.18,0.46,10.2,0.055,58.0,135.0,0.9968,3.14,0.43,9.9,1.3026,53.6842,0.485,9.8683,0.4265,98.01,0.9936,104.04,57.76,4.257,10.1674,23.864,1.782,6
6.9,0.25,0.3,4.1,0.054,23.0,116.0,0.994,2.99,0.38,9.4,1.3623,15.7692,0.434,9.3436,0.1966,88.36,0.988,16.81,47.61,3.572,4.0754,20.631,2.35,6
7.2,0.18,0.41,1.2,0.048,41.0,97.0,0.9919,3.14,0.45,10.4,1.4444,6.3158,0.498,10.3158,0.4184,108.16,0.9839,1.44,51.84,4.68,1.1903,22.608,1.872,5
8.2,0.23,0.4,7.5,0.049,12.0,76.0,0.9966,3.06,0.84,9.7,1.1829,31.25,0.889,9.667,0.1558,94.09,0.9932,56.25,67.24,8.148,7.4745,25.092,2.231,6
7.4,0.24,0.42,14.0,0.066,48.0,198.0,0.9979,2.89,0.42,8.9,1.2027,56.0,0.486,8.8813,0.2412,79.21,0.9958,196.0,54.76,3.738,13.9706,21.386,2.136,6
7.4,0.24,0.42,14.0,0.066,48.0,198.0,0.9979,2.89,0.42,8.9,1.2027,56.0,0.486,8.8813,0.2412,79.21,0.9958,196.0,54.76,3.738,13.9706,21.386,2.136,6
6.1,0.32,0.24,1.5,0.036,38.0,124.0,0.9898,3.29,0.42,12.4,2.0328,4.5455,0.456,12.2735,0.304,153.76,0.9797,2.25,37.21,5.208,1.4847,20.069,3.968,7
5.2,0.44,0.04,1.4,0.036,43.0,119.0,0.9894,3.36,0.33,12.1,2.3269,3.1111,0.366,11.9717,0.3583,146.41,0.9789,1.96,27.04,3.993,1.3852,17.472,5.324,8
5.2,0.44,0.04,1.4,0.036,43.0,119.0,0.9894,3.36,0.33,12.1,2.3269,3.1111,0.366,11.9717,0.3583,146.41,0.9789,1.96,27.04,3.993,1.3852,17.472,5.324,8
6.1,0.32,0.24,1.5,0.036,38.0,124.0,0.9898,3.29,0.42,12.4,2.0328,4.5455,0.456,12.2735,0.304,153.76,0.9797,2.25,37.21,5.208,1.4847,20.069,3.968,7
6.4,0.22,0.56,14.5,0.055,27.0,159.0,0.998,2.98,0.4,9.1,1.4219,63.0435,0.455,9.0818,0.1688,82.81,0.996,210.25,40.96,3.64,14.471,19.072,2.002,5
6.3,0.36,0.3,4.8,0.049,14.0,85.0,0.9932,3.28,0.39,10.6,1.6825,12.973,0.439,10.5279,0.1628,112.36,0.9864,23.04,39.69,4.134,4.7674,20.664,3.816,5
7.4,0.24,0.42,14.0,0.066,48.0,198.0,0.9979,2.89,0.42,8.9,1.2027,56.0,0.486,8.8813,0.2412,79.21,0.9958,196.0,54.76,3.738,13.9706,21.386,2.136,6
6.7,0.24,0.35,13.1,0.05,64.0,205.0,0.997,3.15,0.5,9.5,1.4179,52.4,0.55,9.4715,0.3107,90.25,0.994,171.61,44.89,4.75,13.0607,21.105,2.28,5
7.0,0.23,0.36,13.0,0.051,72.0,177.0,0.9972,3.16,0.49,9.8,1.4,54.1667,0.541,9.7726,0.4045,96.04,0.9944,169.0,49.0,4.802,12.9636,22.12,2.254,5
8.4,0.27,0.46,8.7,0.048,39.0,197.0,0.9974,3.14,0.59,9.6,1.1429,31.0714,0.638,9.575,0.197,92.16,0.9948,75.69,70.56,5.664,8.6774,26.376,2.592,6
6.7,0.46,0.18,2.4,0.034,25.0,98.0,0.9896,3.08,0.44,12.6,1.8806,5.1064,0.474,12.469,0.2525,158.76,0.9793,5.76,44.89,5.544,2.375,20.636,5.796,7
7.5,0.29,0.31,8.95,0.055,20.0,151.0,0.9968,3.08,0.54,9.3,1.24,29.8333,0.595,9.2702,0.1316,86.49,0.9936,80.1025,56.25,5.022,8.9214,23.1,2.697,5
9.8,0.42,0.48,9.85,0.034,5.0,110.0,0.9958,2.87,0.29,10.0,1.0204,22.907,0.324,9.958,0.045,100.0,0.9916,97.0225,96.04,2.9,9.8086,28.126,4.2,5
7.1,0.3,0.46,1.5,0.066,29.0,133.0,0.9906,3.12,0.54,12.7,1.7887,4.8387,0.606,12.5806,0.2164,161.29,0.9813,2.25,50.41,6.858,1.4859,22.152,3.81,6
7.9,0.19,0.45,1.5,0.045,17.0,96.0,0.9917,3.13,0.39,11.0,1.3924,7.5,0.435,10.9087,0.1753,121.0,0.9835,2.25,62.41,4.29,1.4876,24.727,2.09,6
7.6,0.48,0.37,0.8,0.037,4.0,100.0,0.9902,3.03,0.39,11.4,1.5,1.6327,0.427,11.2883,0.0396,129.96,0.9805,0.64,57.76,4.446,0.7922,23.028,5.472,4
6.3,0.22,0.43,4.55,0.038,31.0,130.0,0.9918,3.35,0.33,11.5,1.8254,19.7826,0.368,11.4057,0.2366,132.25,0.9837,20.7025,39.69,3.795,4.5127,21.105,2.53,7
7.5,0.27,0.31,17.7,0.051,33.0,173.0,0.999,3.09,0.64,10.2,1.36,63.2143,0.691,10.1898,0.1897,104.04,0.998,313.29,56.25,6.528,17.6823,23.175,2.754,5
6.9,0.23,0.4,7.5,0.04,50.0,151.0,0.9927,3.11,0.27,11.4,1.6522,31.25,0.31,11.3168,0.3289,129.96,0.9855,56.25,47.61,3.078,7.4452,21.459,2.622,6
7.2,0.32,0.47,5.1,0.044,19.0,65.0,0.991,3.03,0.41,12.6,1.75,15.4545,0.454,12.4866,0.2879,158.76,0.9821,26.01,51.84,5.166,5.0541,21.816,4.032,4
5.9,0.23,0.3,12.9,0.054,57.0,170.0,0.9972,3.28,0.39,9.4,1.5932,53.75,0.444,9.3737,0.3333,88.36,0.9944,166.41,34.81,3.666,12.8639,19.352,2.162,5
6.0,0.67,0.07,1.2,0.06,9.0,108.0,0.9931,3.11,0.35,8.7,1.45,1.7647,0.41,8.64,0.0826,75.69,0.9862,1.44,36.0,3.045,1.1917,18.66,5.829,4
6.4,0.25,0.32,5.5,0.049,41.0,176.0,0.995,3.19,0.68,9.2,1.4375,21.1538,0.729,9.154,0.2316,84.64,0.99,30.25,40.96,6.256,5.4725,20.416,2.3,6
6.4,0.33,0.31,5.5,0.048,42.0,173.0,0.9951,3.19,0.66,9.3,1.4531,16.1765,0.708,9.2544,0.2414,86.49,0.9902,30.25,40.96,6.138,5.473,20.416,3.069,6
7.1,0.34,0.15,1.2,0.053,61.0,183.0,0.9936,3.09,0.43,9.2,1.2958,3.4286,0.483,9.1411,0.3315,84.64,0.9872,1.44,50.41,3.956,1.1923,21.939,3.128,5
6.8,0.28,0.4,22.0,0.048,48.0,167.0,1.001,2.93,0.5,8.7,1.2794,75.8621,0.548,8.7087,0.2857,75.69,1.002,484.0,46.24,4.35,22.022,19.924,2.436,5
6.9,0.27,0.4,14.0,0.05,64.0,227.0,0.9979,3.18,0.58,9.6,1.3913,50.0,0.63,9.5798,0.2807,92.16,0.9958,196.0,47.61,5.568,13.9706,21.942,2.592,6
6.8,0.26,0.56,11.9,0.043,64.0,226.0,0.997,3.02,0.63,9.3,1.3676,44.0741,0.673,9.2721,0.2819,86.49,0.994,141.61,46.24,5.859,11.8643,20.536,2.418,5
6.8,0.29,0.56,11.9,0.043,66.0,230.0,0.9972,3.02,0.63,9.3,1.3676,39.6667,0.673,9.274,0.2857,86.49,0.9944,141.61,46.24,5.859,11.8667,20.536,2.697,5
6.7,0.24,0.41,9.4,0.04,49.0,166.0,0.9954,3.12,0.61,9.9,1.4776,37.6,0.65,9.8545,0.2934,98.01,0.9908,88.36,44.89,6.039,9.3568,20.904,2.376,6
5.9,0.3,0.23,4.2,0.038,42.0,119.0,0.9924,3.15,0.5,11.0,1.8644,13.5484,0.538,10.9164,0.35,121.0,0.9849,17.64,34.81,5.5,4.1681,18.585,3.3,5
6.8,0.53,0.35,3.8,0.034,26.0,109.0,0.9906,3.26,0.57,12.7,1.8676,7.037,0.604,12.5806,0.2364,161.29,0.9813,14.44,46.24,7.239,3.7643,22.168,6.731,8
6.5,0.28,0.28,8.5,0.047,54.0,210.0,0.9962,3.09,0.54,8.9,1.3692,29.3103,0.587,8.8662,0.2559,79.21,0.9924,72.25,42.25,4.806,8.4677,20.085,2.492,4
6.6,0.28,0.28,8.5,0.052,55.0,211.0,0.9962,3.09,0.55,8.9,1.3485,29.3103,0.602,8.8662,0.2594,79.21,0.9924,72.25,43.56,4.895,8.4677,20.394,2.492,6
6.8,0.28,0.4,22.0,0.048,48.0,167.0,1.001,2.93,0.5,8.7,1.2794,75.8621,0.548,8.7087,0.2857,75.69,1.002,484.0,46.24,4.35,22.022,19.924,2.436,5
6.8,0.28,0.36,8.0,0.045,28.0,123.0,0.9928,3.02,0.37,11.4,1.6765,27.5862,0.415,11.3179,0.2258,129.96,0.9857,64.0,46.24,4.218,7.9424,20.536,3.192,6
6.6,0.15,0.34,5.1,0.055,34.0,125.0,0.9942,3.36,0.42,9.6,1.4545,31.875,0.475,9.5443,0.2698,92.16,0.9884,26.01,43.56,4.032,5.0704,22.176,1.44,5
6.4,0.29,0.44,3.6,0.2,75.0,181.0,0.9942,3.02,0.41,9.1,1.4219,12.0,0.61,9.0472,0.4121,82.81,0.9884,12.96,40.96,3.731,3.5791,19.328,2.639,5
6.4,0.3,0.45,3.5,0.197,76.0,180.0,0.9942,3.02,0.39,9.1,1.4219,11.2903,0.587,9.0472,0.4199,82.81,0.9884,12.25,40.96,3.549,3.4797,19.328,2.73,6
6.4,0.29,0.44,3.6,0.197,75.0,183.0,0.9942,3.01,0.38,9.1,1.4219,12.0,0.577,9.0472,0.4076,82.81,0.9884,12.96,40.96,3.458,3.5791,19.264,2.639,5
6.8,0.26,0.24,7.8,0.052,54.0,214.0,0.9961,3.13,0.47,8.9,1.3088,28.8889,0.522,8.8653,0.2512,79.21,0.9922,60.84,46.24,4.183,7.7696,21.284,2.314,5
7.1,0.32,0.24,13.1,0.05,52.0,204.0,0.998,3.1,0.49,8.8,1.2394,39.697,0.54,8.7824,0.2537,77.44,0.996,171.61,50.41,4.312,13.0738,22.01,2.816,5
6.8,0.26,0.24,7.8,0.052,54.0,214.0,0.9961,3.13,0.47,8.9,1.3088,28.8889,0.522,8.8653,0.2512,79.21,0.9922,60.84,46.24,4.183,7.7696,21.284,2.314,5
6.8,0.27,0.26,16.1,0.049,55.0,196.0,0.9984,3.15,0.5,9.3,1.3676,57.5,0.549,9.2851,0.2792,86.49,0.9968,259.21,46.24,4.65,16.0742,21.42,2.511,5
7.1,0.32,0.24,13.1,0.05,52.0,204.0,0.998,3.1,0.49,8.8,1.2394,39.697,0.54,8.7824,0.2537,77.44,0.996,171.61,50.41,4.312,13.0738,22.01,2.816,5
6.9,0.54,0.32,13.2,0.05,53.0,236.0,0.9973,3.2,0.5,9.6,1.3913,24.0,0.55,9.5741,0.2236,92.16,0.9946,174.24,47.61,4.8,13.1644,22.08,5.184,5
6.8,0.26,0.34,13.9,0.034,39.0,134.0,0.9949,3.33,0.53,12.0,1.7647,51.4815,0.564,11.9388,0.2889,144.0,0.9898,193.21,46.24,6.36,13.8291,22.644,3.12,6
5.8,0.28,0.35,2.3,0.053,36.0,114.0,0.9924,3.28,0.5,10.2,1.7586,7.931,0.553,10.1225,0.313,104.04,0.9849,5.29,33.64,5.1,2.2825,19.024,2.856,4
6.4,0.21,0.5,11.6,0.042,45.0,153.0,0.9972,3.15,0.43,8.8,1.375,52.7273,0.472,8.7754,0.2922,77.44,0.9944,134.56,40.96,3.784,11.5675,20.16,1.848,5
7.0,0.16,0.32,8.3,0.045,38.0,126.0,0.9958,3.21,0.34,9.2,1.3143,48.8235,0.385,9.1614,0.2992,84.64,0.9916,68.89,49.0,3.128,8.2651,22.47,1.472,5
10.2,0.44,0.88,6.2,0.049,20.0,124.0,0.9968,2.99,0.51,9.9,0.9706,13.7778,0.559,9.8683,0.16,98.01,0.9936,38.44,104.04,5.049,6.1802,30.498,4.356,4
6.8,0.57,0.29,2.2,0.04,15.0,77.0,0.9938,3.32,0.74,10.2,1.5,3.7931,0.78,10.1368,0.1923,104.04,0.9876,4.84,46.24,7.548,2.1864,22.576,5.814,5
6.1,0.4,0.31,0.9,0.048,23.0,170.0,0.993,3.22,0.77,9.5,1.5574,2.1951,0.818,9.4335,0.1345,90.25,0.986,0.81,37.21,7.315,0.8937,19.642,3.8,6
5.6,0.245,0.25,9.7,0.032,12.0,68.0,0.994,3.31,0.34,10.5,1.875,38.0392,0.372,10.437,0.1739,110.25,0.988,94.09,31.36,3.57,9.6418,18.536,2.5725,5
6.8,0.18,0.38,1.4,0.038,35.0,111.0,0.9918,3.32,0.59,11.2,1.6471,7.3684,0.628,11.1082,0.3125,125.44,0.9837,1.96,46.24,6.608,1.3885,22.576,2.016,7
7.0,0.16,0.32,8.3,0.045,38.0,126.0,0.9958,3.21,0.34,9.2,1.3143,48.8235,0.385,9.1614,0.2992,84.64,0.9916,68.89,49.0,3.128,8.2651,22.47,1.472,5
6.7,0.13,0.29,5.3,0.051,31.0,122.0,0.9944,3.44,0.37,9.7,1.4478,37.8571,0.421,9.6457,0.252,94.09,0.9888,28.09,44.89,3.589,5.2703,23.048,1.261,6
6.2,0.25,0.25,1.4,0.03,35.0,105.0,0.9912,3.3,0.44,11.1,1.7903,5.3846,0.47,11.0023,0.3302,123.21,0.9825,1.96,38.44,4.884,1.3877,20.46,2.775,7
5.8,0.26,0.24,9.2,0.044,55.0,152.0,0.9961,3.31,0.38,9.4,1.6207,34.0741,0.424,9.3633,0.3595,88.36,0.9922,84.64,33.64,3.572,9.1641,19.198,2.444,5
7.5,0.27,0.36,7.0,0.036,45.0,164.0,0.9939,3.03,0.33,11.0,1.4667,25.0,0.366,10.9329,0.2727,121.0,0.9878,49.0,56.25,3.63,6.9573,22.725,2.97,5
5.8,0.26,0.24,9.2,0.044,55.0,152.0,0.9961,3.31,0.38,9.4,1.6207,34.0741,0.424,9.3633,0.3595,88.36,0.9922,84.64,33.64,3.572,9.1641,19.198,2.444,5
5.7,0.28,0.24,17.5,0.044,60.0,167.0,0.9989,3.31,0.44,9.4,1.6491,60.3448,0.484,9.3897,0.3571,88.36,0.9978,306.25,32.49,4.136,17.4808,18.867,2.632,5
7.5,0.23,0.36,7.0,0.036,43.0,161.0,0.9938,3.04,0.32,11.0,1.4667,29.1667,0.356,10.9318,0.2654,121.0,0.9876,49.0,56.25,3.52,6.9566,22.8,2.53,5
7.5,0.27,0.36,7.0,0.036,45.0,164.0,0.9939,3.03,0.33,11.0,1.4667,25.0,0.366,10.9329,0.2727,121.0,0.9878,49.0,56.25,3.63,6.9573,22.725,2.97,5
7.2,0.685,0.21,9.5,0.07,33.0,172.0,0.9971,3.0,0.55,9.1,1.2639,13.6691,0.62,9.0736,0.1908,82.81,0.9942,90.25,51.84,5.005,9.4724,21.6,6.2335,6
6.2,0.25,0.25,1.4,0.03,35.0,105.0,0.9912,3.3,0.44,11.1,1.7903,5.3846,0.47,11.0023,0.3302,123.21,0.9825,1.96,38.44,4.884,1.3877,20.46,2.775,7
6.5,0.19,0.3,0.8,0.043,33.0,144.0,0.9936,3.42,0.39,9.1,1.4,4.0,0.433,9.0418,0.2276,82.81,0.9872,0.64,42.25,3.549,0.7949,22.23,1.729,6
6.3,0.495,0.22,1.8,0.046,31.0,140.0,0.9929,3.39,0.54,10.4,1.6508,3.5644,0.586,10.3262,0.2199,108.16,0.9859,3.24,39.69,5.616,1.7872,21.357,5.148,6
7.1,0.24,0.41,17.8,0.046,39.0,145.0,0.9998,3.32,0.39,8.7,1.2254,71.2,0.436,8.6983,0.2671,75.69,0.9996,316.84,50.41,3.393,17.7964,23.572,2.088,5
6.4,0.17,0.32,2.4,0.048,41.0,200.0,0.9938,3.5,0.5,9.7,1.5156,13.3333,0.548,9.6399,0.204,94.09,0.9876,5.76,40.96,4.85,2.3851,22.4,1.649,6
7.1,0.25,0.32,10.3,0.041,66.0,272.0,0.9969,3.17,0.52,9.1,1.2817,39.6154,0.561,9.0718,0.2418,82.81,0.9938,106.09,50.41,4.732,10.2681,22.507,2.275,6
6.4,0.17,0.32,2.4,0.048,41.0,200.0,0.9938,3.5,0.5,9.7,1.5156,13.3333,0.548,9.6399,0.204,94.09,0.9876,5.76,40.96,4.85,2.3851,22.4,1.649,6
7.1,0.24,0.41,17.8,0.046,39.0,145.0,0.9998,3.32,0.39,8.7,1.2254,71.2,0.436,8.6983,0.2671,75.69,0.9996,316.84,50.41,3.393,17.7964,23.572,2.088,5
6.8,0.64,0.08,9.7,0.062,26.0,142.0,0.9972,3.37,0.46,8.9,1.3088,14.9231,0.522,8.8751,0.1818,79.21,0.9944,94.09,46.24,4.094,9.6728,22.916,5.696,4
8.3,0.28,0.4,7.8,0.041,38.0,194.0,0.9976,3.34,0.51,9.6,1.1566,26.8966,0.551,9.577,0.1949,92.16,0.9952,60.84,68.89,4.896,7.7813,27.722,2.688,6
8.2,0.27,0.39,7.8,0.039,49.0,208.0,0.9976,3.31,0.51,9.5,1.1585,27.8571,0.549,9.4772,0.2344,90.25,0.9952,60.84,67.24,4.845,7.7813,27.142,2.565,6
7.2,0.23,0.38,14.3,0.058,55.0,194.0,0.9979,3.09,0.44,9.0,1.25,59.5833,0.498,8.9811,0.2821,81.0,0.9958,204.49,51.84,3.96,14.27,22.248,2.07,6
7.2,0.23,0.38,14.3,0.058,55.0,194.0,0.9979,3.09,0.44,9.0,1.25,59.5833,0.498,8.9811,0.2821,81.0,0.9958,204.49,51.84,3.96,14.27,22.248,2.07,6
7.2,0.23,0.38,14.3,0.058,55.0,194.0,0.9979,3.09,0.44,9.0,1.25,59.5833,0.498,8.9811,0.2821,81.0,0.9958,204.49,51.84,3.96,14.27,22.248,2.07,6
7.2,0.23,0.38,14.3,0.058,55.0,194.0,0.9979,3.09,0.44,9.0,1.25,59.5833,0.498,8.9811,0.2821,81.0,0.9958,204.49,51.84,3.96,14.27,22.248,2.07,6
6.8,0.52,0.32,13.2,0.044,54.0,221.0,0.9972,3.27,0.5,9.6,1.4118,24.9057,0.544,9.5731,0.2432,92.16,0.9944,174.24,46.24,4.8,13.163,22.236,4.992,6
7.0,0.26,0.59,1.4,0.037,40.0,120.0,0.9918,3.34,0.41,11.1,1.5857,5.1852,0.447,11.009,0.3306,123.21,0.9837,1.96,49.0,4.551,1.3885,23.38,2.886,7
6.2,0.25,0.21,15.55,0.039,28.0,159.0,0.9982,3.48,0.64,9.6,1.5484,59.8077,0.679,9.5827,0.175,92.16,0.9964,241.8025,38.44,6.144,15.522,21.576,2.4,6
7.3,0.32,0.23,13.7,0.05,49.0,197.0,0.9985,3.2,0.46,8.7,1.1918,41.5152,0.51,8.687,0.2475,75.69,0.997,187.69,53.29,4.002,13.6794,23.36,2.784,5
7.7,0.31,0.26,7.8,0.031,23.0,90.0,0.9944,3.13,0.5,10.4,1.3506,24.375,0.531,10.3418,0.2527,108.16,0.9888,60.84,59.29,5.2,7.7563,24.101,3.224,5
7.1,0.21,0.37,2.4,0.026,23.0,100.0,0.9903,3.15,0.38,11.4,1.6056,10.9091,0.406,11.2894,0.2277,129.96,0.9807,5.76,50.41,4.332,2.3767,22.365,2.394,7
6.8,0.24,0.34,2.7,0.047,64.5,218.5,0.9934,3.3,0.58,9.7,1.4265,10.8,0.627,9.636,0.2938,94.09,0.9868,7.29,46.24,5.626,2.6822,22.44,2.328,6
6.9,0.4,0.56,11.2,0.043,40.0,142.0,0.9975,3.14,0.46,8.7,1.2609,27.3171,0.503,8.6782,0.2797,75.69,0.995,125.44,47.61,4.002,11.172,21.666,3.48,5
6.1,0.18,0.36,2.0,0.038,20.0,249.5,0.9923,3.37,0.79,11.3,1.8525,10.5263,0.828,11.213,0.0798,127.69,0.9847,4.0,37.21,8.927,1.9846,20.557,2.034,6
6.8,0.21,0.27,2.1,0.03,26.0,139.0,0.99,3.16,0.61,12.6,1.8529,9.5455,0.64,12.474,0.1857,158.76,0.9801,4.41,46.24,7.686,2.079,21.488,2.646,7
5.8,0.2,0.27,1.4,0.031,12.0,77.0,0.9905,3.25,0.36,10.9,1.8793,6.6667,0.391,10.7964,0.1538,118.81,0.9811,1.96,33.64,3.924,1.3867,18.85,2.18,7
5.6,0.19,0.26,1.4,0.03,12.0,76.0,0.9905,3.25,0.37,10.9,1.9464,7.0,0.4,10.7964,0.1558,118.81,0.9811,1.96,31.36,4.033,1.3867,18.2,2.071,7
6.1,0.41,0.14,10.4,0.037,18.0,119.0,0.996,3.38,0.45,10.0,1.6393,24.7619,0.487,9.96,0.15,100.0,0.992,108.16,37.21,4.5,10.3584,20.618,4.1,5
5.9,0.21,0.28,4.6,0.053,40.0,199.0,0.9964,3.72,0.7,10.0,1.6949,20.9091,0.753,9.964,0.2,100.0,0.9928,21.16,34.81,7.0,4.5834,21.948,2.1,4
8.5,0.26,0.21,16.2,0.074,41.0,197.0,0.998,3.02,0.5,9.8,1.1529,60.0,0.574,9.7804,0.2071,96.04,0.996,262.44,72.25,4.9,16.1676,25.67,2.548,3
6.9,0.4,0.56,11.2,0.043,40.0,142.0,0.9975,3.14,0.46,8.7,1.2609,27.3171,0.503,8.6782,0.2797,75.69,0.995,125.44,47.61,4.002,11.172,21.666,3.48,5
5.8,0.24,0.44,3.5,0.029,5.0,109.0,0.9913,3.53,0.43,11.7,2.0172,14.0,0.459,11.5982,0.0455,136.89,0.9827,12.25,33.64,5.031,3.4696,20.474,2.808,3
5.8,0.24,0.39,1.5,0.054,37.0,158.0,0.9932,3.21,0.52,9.3,1.6034,6.0,0.574,9.2368,0.2327,86.49,0.9864,2.25,33.64,4.836,1.4898,18.618,2.232,6
6.7,0.26,0.39,1.1,0.04,45.0,147.0,0.9935,3.32,0.58,9.6,1.4328,4.0741,0.62,9.5376,0.3041,92.16,0.987,1.21,44.89,5.568,1.0929,22.244,2.496,8
6.3,0.35,0.3,5.7,0.035,8.0,97.0,0.9927,3.27,0.41,11.0,1.746,15.8333,0.445,10.9197,0.0816,121.0,0.9855,32.49,39.69,4.51,5.6584,20.601,3.85,7
6.3,0.35,0.3,5.7,0.035,8.0,97.0,0.9927,3.27,0.41,11.0,1.746,15.8333,0.445,10.9197,0.0816,121.0,0.9855,32.49,39.69,4.51,5.6584,20.601,3.85,7
6.4,0.23,0.39,1.8,0.032,23.0,118.0,0.9912,3.32,0.5,11.8,1.8438,7.5,0.532,11.6962,0.1933,139.24,0.9825,3.24,40.96,5.9,1.7842,21.248,2.714,6
5.8,0.36,0.38,0.9,0.037,3.0,75.0,0.9904,3.28,0.34,11.4,1.9655,2.4324,0.377,11.2906,0.0395,129.96,0.9809,0.81,33.64,3.876,0.8914,19.024,4.104,4
6.9,0.115,0.35,5.4,0.048,36.0,108.0,0.9939,3.32,0.42,10.2,1.4783,43.2,0.468,10.1378,0.3303,104.04,0.9878,29.16,47.61,4.284,5.3671,22.908,1.173,6
6.9,0.29,0.4,19.45,0.043,36.0,156.0,0.9996,2.93,0.47,8.9,1.2899,64.8333,0.513,8.8964,0.2293,79.21,0.9992,378.3025,47.61,4.183,19.4422,20.217,2.581,5
6.9,0.28,0.4,8.2,0.036,15.0,95.0,0.9944,3.17,0.33,10.2,1.4783,28.2759,0.366,10.1429,0.1562,104.04,0.9888,67.24,47.61,3.366,8.1541,21.873,2.856,5
